"Time (s)"	"Gyroscope x (rad/s)"	"Gyroscope y (rad/s)"	"Gyroscope z (rad/s)"	"Absolute (rad/s)"
1.938621923E1	1.406523287E-1	1.341337897E-2	8.346068859E-2	1.640996126E-1
1.938822056E1	1.357654184E-1	1.035905257E-2	8.346068859E-2	1.597036172E-1
1.939021809E1	1.241589710E-1	8.526456542E-3	7.979549468E-2	1.478359615E-1
1.939221943E1	1.198829114E-1	7.915591821E-3	8.040636033E-2	1.445674646E-1
1.939422076E1	1.162177175E-1	6.693861447E-3	7.918462902E-2	1.407891016E-1
1.939622212E1	1.119416654E-1	6.693861447E-3	7.796289772E-2	1.365794921E-1
1.939822346E1	1.052221507E-1	4.861265887E-3	7.857376337E-2	1.314122110E-1
1.940022479E1	9.728089720E-2	7.304726634E-3	7.613030076E-2	1.237447158E-1
1.940222612E1	9.239397943E-2	7.915591821E-3	7.429770380E-2	1.188253038E-1
1.940422746E1	8.628532290E-2	9.748187847E-3	7.246511430E-2	1.130989695E-1
1.940622879E1	7.834407687E-2	1.463511027E-2	7.307597250E-2	1.081299153E-1
1.940823012E1	7.895494252E-2	1.463511027E-2	7.429770380E-2	1.093993519E-1
1.941023146E1	6.857023388E-2	2.624154836E-2	7.246511430E-2	1.031585606E-1
1.941223282E1	6.307245046E-2	2.440895326E-2	7.246511430E-2	9.912176248E-2
1.941423132E1	6.185071543E-2	3.051760606E-2	6.941077858E-2	9.785035239E-2
1.941623266E1	5.329860374E-2	3.173933551E-2	6.941077858E-2	9.309126040E-2
1.941823402E1	4.841168225E-2	3.418279812E-2	6.941077858E-2	9.126889310E-2
1.942023295E1	4.352476075E-2	3.357193246E-2	6.574559212E-2	8.569692136E-2
1.942223422E1	3.985957056E-2	3.723712638E-2	6.391299516E-2	8.402535270E-2
1.942423559E1	3.314004838E-2	3.601539135E-2	6.452386826E-2	8.098580614E-2
1.942623885E1	2.703139931E-2	3.784798831E-2	6.269127131E-2	7.805999145E-2
1.942824018E1	2.580966800E-2	3.968058527E-2	6.269127131E-2	7.855496997E-2
1.943024155E1	2.092274465E-2	4.334577546E-2	6.085867435E-2	7.759120915E-2
1.943224288E1	1.481409278E-2	4.151317850E-2	5.963693932E-2	7.415770941E-2
1.943424422E1	1.298149768E-2	4.212404788E-2	5.780434236E-2	7.269316809E-2
1.943624558E1	6.872844882E-3	4.212404788E-2	5.841521174E-2	7.234644683E-2
1.943824838E1	2.596788108E-3	4.273490980E-2	5.902607739E-2	7.291840396E-2
1.944024972E1	1.533271861E-4	4.334577546E-2	5.719348043E-2	7.176331906E-2
1.944225108E1	-2.900999039E-3	3.968058527E-2	5.475001782E-2	6.767960619E-2
1.944425275E1	-5.955324974E-3	4.029145092E-2	5.658261478E-2	6.971699368E-2
1.944625408E1	-7.177055813E-3	3.906971961E-2	5.780434236E-2	7.013768685E-2
1.944825545E1	-1.145311259E-2	3.845885396E-2	5.658261478E-2	6.936749622E-2
1.945025678E1	-1.450743899E-2	3.784798831E-2	5.780434236E-2	7.059941926E-2
1.945225811E1	-1.450743899E-2	3.784798831E-2	5.780434236E-2	7.059941926E-2
1.945425948E1	-1.634003408E-2	3.601539135E-2	5.475001782E-2	6.754013310E-2
1.945626408E1	-1.939436235E-2	3.601539135E-2	5.597174913E-2	6.932594323E-2
1.945826541E1	-2.000522614E-2	3.784798831E-2	5.719348043E-2	7.144069915E-2
1.946026678E1	-2.244868688E-2	3.906971961E-2	5.963693932E-2	7.474591002E-2
1.946226811E1	-2.061608993E-2	3.784798831E-2	5.841521174E-2	7.259359714E-2
1.946426944E1	-2.183782123E-2	3.784798831E-2	5.963693932E-2	7.393189559E-2
1.946627081E1	-2.611387894E-2	3.906971961E-2	6.085867435E-2	7.689054498E-2
1.946827391E1	-2.672474273E-2	4.029145092E-2	6.208040193E-2	7.868665194E-2
1.947027524E1	-2.672474273E-2	3.845885396E-2	6.330212951E-2	7.874296744E-2
1.947227658E1	-2.794647403E-2	4.090231284E-2	6.391299516E-2	8.086331404E-2
1.947427791E1	-2.916820534E-2	3.968058527E-2	6.330212951E-2	8.020282196E-2
1.947627924E1	-2.733561024E-2	3.784798831E-2	6.757818907E-2	8.213718674E-2
1.947828058E1	-2.855733782E-2	3.723712638E-2	6.635645777E-2	8.127302512E-2
1.948028224E1	-2.916820534E-2	2.990674041E-2	6.879992038E-2	8.048991470E-2
1.948228361E1	-2.977906913E-2	2.563068457E-2	6.941077858E-2	7.975952064E-2
1.948428494E1	-2.794647403E-2	2.501981892E-2	7.063251734E-2	7.997467884E-2
1.948628434E1	-2.916820534E-2	2.074376121E-2	7.002165169E-2	7.863917304E-2
1.948828571E1	-2.916820534E-2	1.463511027E-2	7.185424864E-2	7.891770209E-2
1.949028704E1	-2.977906913E-2	7.915591821E-3	7.063251734E-2	7.706102814E-2
1.949228837E1	-2.855733782E-2	3.028669860E-3	6.941077858E-2	7.511691266E-2
1.949428974E1	-2.977906913E-2	3.028669860E-3	7.063251734E-2	7.671322119E-2
1.949629107E1	-2.916820534E-2	-2.469117288E-3	7.429770380E-2	7.985630553E-2
1.949829304E1	-2.794647403E-2	-7.966904901E-3	7.124337554E-2	7.694215712E-2
1.950029440E1	-2.489214763E-2	-1.285382640E-2	7.002165169E-2	7.541797910E-2
1.950229574E1	-2.611387894E-2	-1.102123037E-2	7.185424864E-2	7.724270347E-2
1.950429737E1	-2.183782123E-2	-9.799500927E-3	6.879992038E-2	7.284469575E-2
1.950629874E1	-2.244868688E-2	-1.529728808E-2	7.063251734E-2	7.567630455E-2
1.950830007E1	-1.939436235E-2	-1.285382640E-2	7.124337554E-2	7.494651895E-2
1.951030140E1	-1.817263104E-2	-1.102123037E-2	7.063251734E-2	7.376086051E-2
1.951230277E1	-1.695089974E-2	-1.224296074E-2	7.185424864E-2	7.483485911E-2
1.951430410E1	-1.450743899E-2	-9.188635275E-3	7.063251734E-2	7.269009086E-2
1.951630187E1	-1.328570861E-2	-5.523443688E-3	7.124337554E-2	7.268175178E-2
1.951830323E1	-1.328570861E-2	-6.134308875E-3	7.063251734E-2	7.213246359E-2
1.952030456E1	-9.620516561E-3	-4.301712848E-3	7.246511430E-2	7.322739830E-2
1.952230590E1	-9.009650908E-3	-4.301712848E-3	7.002165169E-2	7.072983987E-2
1.952430726E1	-5.955324974E-3	-6.365215522E-4	7.429770380E-2	7.453871374E-2
1.952630860E1	-4.122729413E-3	-2.565633986E-5	7.063251734E-2	7.075273890E-2
1.952830783E1	-2.900999039E-3	5.852088798E-4	7.124337554E-2	7.130481627E-2
1.953030920E1	-1.068403362E-3	3.639535280E-3	7.124337554E-2	7.134427981E-2
1.953231053E1	-4.575380590E-4	1.806939370E-3	7.002165169E-2	7.004645655E-2
1.953431153E1	3.818518715E-3	4.250400700E-3	7.002165169E-2	7.025438560E-2
1.953631290E1	2.596788108E-3	6.082995795E-3	7.063251734E-2	7.094151571E-2
1.953831423E1	5.651114509E-3	5.472130608E-3	7.124337554E-2	7.167634105E-2
1.954032049E1	6.872844882E-3	4.250400700E-3	6.941077858E-2	6.987959707E-2
1.954232183E1	8.094575256E-3	8.526456542E-3	6.879992038E-2	6.979721810E-2
1.954432316E1	1.298149768E-2	8.526456542E-3	6.879992038E-2	7.053119018E-2
1.954632666E1	1.175976638E-2	1.035905257E-2	6.879992038E-2	7.056224996E-2
1.954832799E1	1.664668880E-2	1.219164860E-2	6.818905473E-2	7.124251349E-2
1.955032933E1	2.031188086E-2	1.707857102E-2	6.941077858E-2	7.431087589E-2
1.955233119E1	2.092274465E-2	2.074376121E-2	7.124337554E-2	7.709528800E-2
1.955433252E1	2.275533974E-2	2.013289556E-2	6.879992038E-2	7.521015899E-2
1.955633379E1	2.519880235E-2	2.379808761E-2	7.185424864E-2	7.977694944E-2
1.955833306E1	2.764226310E-2	2.379808761E-2	7.124337554E-2	8.003788004E-2
1.956033439E1	3.069658764E-2	2.379808761E-2	7.246511430E-2	8.221813824E-2
1.956233572E1	3.314004838E-2	2.685241587E-2	7.368684560E-2	8.514144854E-2
1.956434249E1	3.741610795E-2	2.440895326E-2	7.490856946E-2	8.721843791E-2
1.956634382E1	3.802697361E-2	2.379808761E-2	7.429770380E-2	8.679025571E-2
1.956834516E1	3.985957056E-2	2.074376121E-2	7.429770380E-2	8.682878431E-2
1.957034652E1	4.291389510E-2	1.402424462E-2	7.735203207E-2	8.956348974E-2
1.957234785E1	4.352476075E-2	1.219164860E-2	7.918462902E-2	9.117700679E-2
1.957434919E1	4.780081660E-2	9.137322195E-3	7.735203207E-2	9.138788535E-2
1.957635332E1	4.902254790E-2	4.861265887E-3	7.796289772E-2	9.222285795E-2
1.957835465E1	5.329860374E-2	-3.079982474E-3	7.857376337E-2	9.499507221E-2
1.958035599E1	5.329860374E-2	-9.799500927E-3	8.040636033E-2	9.696367444E-2
1.958235735E1	5.635292828E-2	-1.041036472E-2	8.101722598E-2	9.923617851E-2
1.958435868E1	5.818552524E-2	-1.896247827E-2	8.101722598E-2	1.015328609E-1
1.958636002E1	6.001811847E-2	-2.018420957E-2	8.468241990E-2	1.057387777E-1
1.958836265E1	6.185071543E-2	-2.934718877E-2	8.529327810E-2	1.093696108E-1
1.959036398E1	6.429417431E-2	-2.995805442E-2	8.468241990E-2	1.104641938E-1
1.959236532E1	6.490504742E-2	-3.362324461E-2	8.834761381E-2	1.146668593E-1
1.959436702E1	6.857023388E-2	-3.240151703E-2	8.834761381E-2	1.164346862E-1
1.959636835E1	6.673763692E-2	-3.912103176E-2	9.018020332E-2	1.188142937E-1
1.959836968E1	7.040283084E-2	-4.034276307E-2	9.323452413E-2	1.235992460E-1
1.960036862E1	7.345715165E-2	-4.278622568E-2	9.262366593E-2	1.257209518E-1
1.960236995E1	7.345715165E-2	-4.278622568E-2	9.567799419E-2	1.279878620E-1
1.960437128E1	7.223542780E-2	-4.584055021E-2	9.506712109E-2	1.278947637E-1
1.960637425E1	7.590062171E-2	-4.767314345E-2	9.751059115E-2	1.324460206E-1
1.960837558E1	7.528974861E-2	-5.194920301E-2	9.812144935E-2	1.341457594E-1
1.961037691E1	7.773321867E-2	-5.378179997E-2	9.934318811E-2	1.371276935E-1
1.961237775E1	7.956580818E-2	-5.805785209E-2	9.689971805E-2	1.381701392E-1
1.961437908E1	8.139840513E-2	-5.805785209E-2	1.017866433E-1	1.426777323E-1
1.961638048E1	8.017667383E-2	-6.294477731E-2	1.017866433E-1	1.440516045E-1
1.961838305E1	8.323100209E-2	-6.233391166E-2	1.017866433E-1	1.455109515E-1
1.962038438E1	8.567446470E-2	-6.538823992E-2	1.011757776E-1	1.478251460E-1
1.962238575E1	8.506359905E-2	-6.294477731E-2	1.036192402E-1	1.481040439E-1
1.962438288E1	8.872879297E-2	-6.844256818E-2	1.030083746E-1	1.522100820E-1
1.962638421E1	8.995051682E-2	-6.905342638E-2	1.023975089E-1	1.527897935E-1
1.962838558E1	9.300484508E-2	-7.088602334E-2	1.023975089E-1	1.554348074E-1
1.963038691E1	9.483744204E-2	-6.905342638E-2	1.036192402E-1	1.565230432E-1
1.963238824E1	9.728089720E-2	-6.722082943E-2	1.048409715E-1	1.580311431E-1
1.963438961E1	9.972436726E-2	-6.905342638E-2	1.036192402E-1	1.595314140E-1
1.963638848E1	1.015569642E-1	-6.355564296E-2	1.048409715E-1	1.592003959E-1
1.963838981E1	1.027786881E-1	-6.233391166E-2	1.048409715E-1	1.595011115E-1
1.964039117E1	1.070547476E-1	-5.439266190E-2	1.060626954E-1	1.602141567E-1
1.964239251E1	1.082764715E-1	-5.439266190E-2	1.054518372E-1	1.606313977E-1
1.964439384E1	1.113307998E-1	-5.317093432E-2	1.054518372E-1	1.623015256E-1
1.964639521E1	1.119416654E-1	-4.889487475E-2	1.036192402E-1	1.601829959E-1
1.964839527E1	1.137742624E-1	-4.400795326E-2	1.066735685E-1	1.620510196E-1
1.965039660E1	1.143851206E-1	-4.400795326E-2	1.042301059E-1	1.608868258E-1
1.965239797E1	1.149959937E-1	-3.667756915E-2	1.048409715E-1	1.598779283E-1
1.965439910E1	1.156068593E-1	-3.545584157E-2	1.042301059E-1	1.596432823E-1
1.965640044E1	1.143851206E-1	-3.179064766E-2	1.048409715E-1	1.583863327E-1
1.965840180E1	1.162177175E-1	-3.240151703E-2	1.042301059E-1	1.594375462E-1
1.966040170E1	1.156068593E-1	-3.179064766E-2	1.017866433E-1	1.572771819E-1
1.966240304E1	1.180503145E-1	-2.812545747E-2	1.023975089E-1	1.587833994E-1
1.966440440E1	1.180503145E-1	-3.423411027E-2	1.017866433E-1	1.595881318E-1
1.966640534E1	1.186611876E-1	-3.423411027E-2	1.005649120E-1	1.592662967E-1
1.966840667E1	1.192720458E-1	-3.423411027E-2	1.005649120E-1	1.597219357E-1
1.967040803E1	1.174394563E-1	-3.362324461E-2	9.934318811E-2	1.574535407E-1
1.967240937E1	1.186611876E-1	-3.484497592E-2	9.934318811E-2	1.586307625E-1
1.967441070E1	1.192720458E-1	-3.484497592E-2	9.934318811E-2	1.590882217E-1
1.967641207E1	1.174394563E-1	-3.545584157E-2	9.812144935E-2	1.570890239E-1
1.967841883E1	1.162177175E-1	-3.606670722E-2	9.995404631E-2	1.574743681E-1
1.968042016E1	1.180503145E-1	-3.667756915E-2	9.995404631E-2	1.589714824E-1
1.968242150E1	1.149959937E-1	-3.667756915E-2	1.005649120E-1	1.571070468E-1
1.968442243E1	1.174394563E-1	-3.606670722E-2	9.873231500E-2	1.576099720E-1
1.968642376E1	1.174394563E-1	-3.545584157E-2	9.934318811E-2	1.578550336E-1
1.968842510E1	1.174394563E-1	-3.423411027E-2	1.005649120E-1	1.583581438E-1
1.969042643E1	1.149959937E-1	-3.484497592E-2	1.005649120E-1	1.566893501E-1
1.969242776E1	1.143851206E-1	-3.606670722E-2	9.934318811E-2	1.557364190E-1
1.969442910E1	1.149959937E-1	-3.789930418E-2	9.934318811E-2	1.566189798E-1
1.969643043E1	1.125525385E-1	-3.728843853E-2	9.995404631E-2	1.550784090E-1
1.969843180E1	1.113307998E-1	-3.789930418E-2	9.873231500E-2	1.535544667E-1
1.970043313E1	1.094982103E-1	-3.789930418E-2	9.934318811E-2	1.526279277E-1
1.970243446E1	1.101090685E-1	-4.095362872E-2	9.995404631E-2	1.542466143E-1
1.970443583E1	1.088873446E-1	-4.156449065E-2	9.812144935E-2	1.523544536E-1
1.970643716E1	1.040004194E-1	-4.217535630E-2	9.995404631E-2	1.502852597E-1
1.970843853E1	1.052221507E-1	-4.461881891E-2	9.812144935E-2	1.506331929E-1
1.971043989E1	1.009460911E-1	-4.828401282E-2	9.934318811E-2	1.496346492E-1
1.971244123E1	9.972436726E-2	-4.889487475E-2	9.751059115E-2	1.477970689E-1
1.971444416E1	9.667003900E-2	-4.889487475E-2	9.628885984E-2	1.449391243E-1
1.971644552E1	9.789177030E-2	-5.256006494E-2	9.689971805E-2	1.474276585E-1
1.971844686E1	9.422657639E-2	-5.072747171E-2	9.689971805E-2	1.443657835E-1
1.972044712E1	9.239397943E-2	-5.133833736E-2	9.812144935E-2	1.442223670E-1
1.972244849E1	8.750705421E-2	-4.889487475E-2	9.934318811E-2	1.411285313E-1
1.972444982E1	8.384186774E-2	-5.256006494E-2	9.628885984E-2	1.380708649E-1
1.972644972E1	8.323100209E-2	-5.133833736E-2	9.934318811E-2	1.393990445E-1
1.972845109E1	8.078753948E-2	-5.256006494E-2	9.812144935E-2	1.375391064E-1
1.973045242E1	7.651147991E-2	-5.378179997E-2	9.628885984E-2	1.342312672E-1
1.973245375E1	7.406802475E-2	-5.194920301E-2	9.751059115E-2	1.330154403E-1
1.973445512E1	7.284629345E-2	-5.072747171E-2	9.567799419E-2	1.305148935E-1
1.973645645E1	7.162455469E-2	-5.194920301E-2	9.628885984E-2	1.307682724E-1
1.973845739E1	6.673763692E-2	-4.767314345E-2	9.567799419E-2	1.260195198E-1
1.974045875E1	6.368330866E-2	-4.767314345E-2	9.506712109E-2	1.239598722E-1
1.974246008E1	6.123985350E-2	-4.645141587E-2	9.628885984E-2	1.232055121E-1
1.974446032E1	5.696379393E-2	-4.767314345E-2	9.628885984E-2	1.216106367E-1
1.974646168E1	5.574206635E-2	-4.584055021E-2	9.506712109E-2	1.193578297E-1
1.974846302E1	5.024427921E-2	-4.584055021E-2	9.323452413E-2	1.154058929E-1
1.975046435E1	4.780081660E-2	-4.278622568E-2	9.079106897E-2	1.111692286E-1
1.975246572E1	4.474649206E-2	-4.584055021E-2	9.079106897E-2	1.111153581E-1
1.975446705E1	3.985957056E-2	-4.156449065E-2	9.262366593E-2	1.090666573E-1
1.975647268E1	3.741610795E-2	-3.973189369E-2	9.262366593E-2	1.075068928E-1
1.975847402E1	3.558351099E-2	-3.851016611E-2	9.018020332E-2	1.043153307E-1
1.976047535E1	3.191832080E-2	-3.912103176E-2	8.895847201E-2	1.022880446E-1
1.976247668E1	2.825312875E-2	-3.606670722E-2	9.018020332E-2	1.011509551E-1
1.976447801E1	2.458793670E-2	-3.789930418E-2	8.590414375E-2	9.705898105E-2
1.976647935E1	2.092274465E-2	-3.423411027E-2	8.712587506E-2	9.592003781E-2
1.976848101E1	2.092274465E-2	-3.301237896E-2	8.468241990E-2	9.326677140E-2
1.977048235E1	1.420322806E-2	-3.056891821E-2	8.284982294E-2	8.944430451E-2
1.977248368E1	1.175976638E-2	-3.240151703E-2	8.223894984E-2	8.917059651E-2
1.977448334E1	8.094575256E-3	-2.812545747E-2	7.979549468E-2	8.499343785E-2
1.977648468E1	5.651114509E-3	-2.812545747E-2	7.674116641E-2	8.192791390E-2
1.977848601E1	4.429383669E-3	-2.507113107E-2	7.613030076E-2	8.027455230E-2
1.978048861E1	-2.290133620E-3	-2.201680653E-2	7.613030076E-2	7.928308253E-2
1.978248994E1	-2.290133620E-3	-2.018420957E-2	7.613030076E-2	7.879384317E-2
1.978449128E1	-5.344459787E-3	-1.651901752E-2	7.735203207E-2	7.927659210E-2
1.978649221E1	-7.787921000E-3	-2.140593901E-2	7.368684560E-2	7.712727892E-2
1.978849354E1	-1.023138221E-2	-1.712988317E-2	7.246511430E-2	7.516187111E-2
1.979049488E1	-1.206397824E-2	-1.590815187E-2	7.063251734E-2	7.340000935E-2
1.979249624E1	-1.634003408E-2	-1.407555677E-2	7.124337554E-2	7.443612410E-2
1.979449758E1	-1.756176539E-2	-1.468642242E-2	6.879992038E-2	7.250886602E-2
1.979649891E1	-2.122695744E-2	-1.529728808E-2	7.002165169E-2	7.475040100E-2
1.979849404E1	-2.611387894E-2	-1.468642242E-2	6.757818907E-2	7.392183247E-2
1.980049537E1	-2.733561024E-2	-1.346469205E-2	6.757818907E-2	7.413059529E-2
1.980249671E1	-2.733561024E-2	-1.163209602E-2	6.818905473E-2	7.437935486E-2
1.980450244E1	-3.161166608E-2	-1.224296074E-2	6.696732342E-2	7.505870987E-2
1.980650377E1	-3.405512497E-2	-1.224296074E-2	6.757818907E-2	7.665802804E-2
1.980850511E1	-3.527685627E-2	-9.799500927E-3	6.757818907E-2	7.685895163E-2
1.981050801E1	-3.833118454E-2	-1.041036472E-2	6.635645777E-2	7.733585772E-2
1.981250934E1	-4.138550907E-2	-1.163209602E-2	6.391299516E-2	7.702556049E-2
1.981451067E1	-4.077464342E-2	-1.407555677E-2	6.330212951E-2	7.660190888E-2
1.981651057E1	-4.382897168E-2	-1.346469205E-2	6.452386826E-2	7.915558266E-2
1.981851190E1	-4.627243057E-2	-1.285382640E-2	6.513472646E-2	8.092522027E-2
1.982051324E1	-4.993762076E-2	-1.651901752E-2	6.391299516E-2	8.277387787E-2
1.982251460E1	-4.993762076E-2	-1.285382640E-2	6.635645777E-2	8.403669620E-2
1.982451594E1	-5.299195275E-2	-1.651901752E-2	6.635645777E-2	8.651129685E-2
1.982651727E1	-5.299195275E-2	-2.079507522E-2	6.330212951E-2	8.513367025E-2
1.982851860E1	-5.726800486E-2	-1.590815187E-2	6.391299516E-2	8.727866078E-2
1.983051994E1	-5.604627728E-2	-1.712988317E-2	6.330212951E-2	8.626573882E-2
1.983252127E1	-5.543540791E-2	-1.712988317E-2	6.452386826E-2	8.677469057E-2
1.983452347E1	-5.848973617E-2	-1.712988317E-2	6.146953627E-2	8.656203570E-2
1.983652480E1	-5.910060182E-2	-1.835161448E-2	6.146953627E-2	8.722480599E-2
1.983852617E1	-6.154406443E-2	-2.079507522E-2	6.208040193E-2	8.985590311E-2
1.984052917E1	-6.520925462E-2	-1.529728808E-2	6.269127131E-2	9.174120889E-2
1.984253050E1	-6.520925462E-2	-1.529728808E-2	6.269127131E-2	9.174120889E-2
1.984453187E1	-6.398752332E-2	-1.835161448E-2	6.269127131E-2	9.144058394E-2
1.984653170E1	-6.948531419E-2	-1.896247827E-2	6.208040193E-2	9.508817368E-2
1.984853297E1	-6.887444109E-2	-1.468642242E-2	6.513472646E-2	9.592659814E-2
1.985053433E1	-7.009617984E-2	-1.712988317E-2	6.269127131E-2	9.558819396E-2
1.985253566E1	-7.131791115E-2	-1.651901752E-2	6.208040193E-2	9.598488784E-2
1.985453700E1	-7.315050811E-2	-1.163209602E-2	6.208040193E-2	9.664511781E-2
1.985653836E1	-7.376136631E-2	-1.529728808E-2	6.085867435E-2	9.684278200E-2
1.985853936E1	-7.559396327E-2	-1.590815187E-2	5.963693932E-2	9.759139875E-2
1.986054070E1	-7.559396327E-2	-1.102123037E-2	6.208040193E-2	9.843724450E-2
1.986254206E1	-7.498309761E-2	-8.577770554E-3	6.330212951E-2	9.850483580E-2
1.986453903E1	-7.864829153E-2	-7.966904901E-3	6.330212951E-2	1.012728243E-1
1.986654036E1	-7.925915718E-2	-6.745174062E-3	6.146953627E-2	1.005286788E-1
1.986854173E1	-7.925915718E-2	-6.134308875E-3	6.269127131E-2	1.012414897E-1
1.987054153E1	-8.170261234E-2	-6.134308875E-3	6.024780497E-2	1.016992852E-1
1.987254286E1	-8.353520930E-2	-2.469117288E-3	6.269127131E-2	1.044721170E-1
1.987454423E1	-8.536780626E-2	-1.858252101E-3	6.269127131E-2	1.059306893E-1
1.987654273E1	-8.475694060E-2	-3.690847894E-3	6.085867435E-2	1.044085226E-1
1.987854406E1	-8.720040321E-2	-2.565633986E-5	5.963693932E-2	1.056431517E-1
1.988054543E1	-8.842213452E-2	-1.858252101E-3	5.841521174E-2	1.059918107E-1
1.988254676E1	-8.842213452E-2	-4.912578035E-3	5.597174913E-2	1.047637533E-1
1.988454809E1	-9.086558968E-2	-2.565633986E-5	5.719348043E-2	1.073668955E-1
1.988654946E1	-9.147646278E-2	-3.079982474E-3	5.597174913E-2	1.072859088E-1
1.988855069E1	-9.514164925E-2	-5.523443688E-3	5.536088720E-2	1.102146528E-1
1.989055202E1	-1.006394327E-1	-7.356039248E-3	5.413915217E-2	1.145139927E-1
1.989255339E1	-9.819597751E-2	-7.356039248E-3	5.291742459E-2	1.117891548E-1
1.989455416E1	-1.012503058E-1	-6.134308875E-3	5.413915217E-2	1.149795719E-1
1.989655549E1	-1.030829027E-1	-1.102123037E-2	4.986309633E-2	1.150386054E-1
1.989855682E1	-1.036937609E-1	-9.799500927E-3	5.230655521E-2	1.165521428E-1
1.990055526E1	-1.061372235E-1	-8.577770554E-3	4.864136502E-2	1.170669499E-1
1.990255659E1	-1.067480892E-1	-1.163209602E-2	4.925223067E-2	1.181365415E-1
1.990455792E1	-1.104132831E-1	-1.224296074E-2	4.741963744E-2	1.207874380E-1
1.990655925E1	-1.128567457E-1	-1.285382640E-2	4.436530918E-2	1.219432104E-1
1.990856069E1	-1.146893352E-1	-1.346469205E-2	4.558704048E-2	1.241495864E-1
1.991056202E1	-1.165219322E-1	-9.799500927E-3	4.497617856E-2	1.252846660E-1
1.991256335E1	-1.165219322E-1	-9.188635275E-3	4.314358160E-2	1.245919754E-1
1.991456472E1	-1.183545291E-1	-7.966904901E-3	4.192184657E-2	1.258121908E-1
1.991656605E1	-1.226305813E-1	-6.134308875E-3	4.253271595E-2	1.299419914E-1
1.991856769E1	-1.220197231E-1	-3.690847894E-3	3.947839141E-2	1.283003451E-1
1.992056905E1	-1.244631782E-1	1.196074183E-3	3.947839141E-2	1.305796949E-1
1.992257038E1	-1.275175065E-1	-2.565633986E-5	3.703492880E-2	1.327866750E-1
1.992457172E1	-1.299609691E-1	6.693861447E-3	3.825665638E-2	1.356400864E-1
1.992657602E1	-1.311827004E-1	6.693861447E-3	3.764579445E-2	1.366415548E-1
1.992857735E1	-1.336261630E-1	1.035905257E-2	3.581319749E-2	1.387294004E-1
1.993058152E1	-1.354587525E-1	1.768943667E-2	3.275886923E-2	1.404817900E-1
1.993258288E1	-1.366804838E-1	1.830030046E-2	3.398060054E-2	1.420251276E-1
1.993458422E1	-1.415674090E-1	2.379808761E-2	3.214800730E-2	1.471093969E-1
1.993658525E1	-1.427891403E-1	2.990674041E-2	2.909367904E-2	1.487601892E-1
1.993858661E1	-1.452326030E-1	2.990674041E-2	3.153714165E-2	1.515965481E-1
1.994058795E1	-1.495086551E-1	3.418279812E-2	3.031540848E-2	1.563340194E-1
1.994258928E1	-1.531738490E-1	3.540452942E-2	2.787194774E-2	1.596638788E-1
1.994459065E1	-1.574499011E-1	3.601539135E-2	2.726108395E-2	1.638009355E-1
1.994659198E1	-1.580607742E-1	3.968058527E-2	2.542848699E-2	1.649374583E-1
1.994859395E1	-1.605042219E-1	3.540452942E-2	2.359589189E-2	1.660477403E-1
1.995059531E1	-1.653911620E-1	3.845885396E-2	2.359589189E-2	1.714353699E-1
1.995259664E1	-1.672237515E-1	3.906971961E-2	2.298502810E-2	1.732585859E-1
1.995459764E1	-1.721106768E-1	3.540452942E-2	1.870896854E-2	1.767076435E-1
1.995659901E1	-1.776084602E-1	3.357193246E-2	1.931983605E-2	1.817831011E-1
1.995860034E1	-1.794410497E-1	3.479366377E-2	1.931983605E-2	1.838013749E-1
1.996060168E1	-1.867714375E-1	3.357193246E-2	1.443291269E-2	1.903127781E-1
1.996260304E1	-1.886040270E-1	3.540452942E-2	1.443291269E-2	1.924402990E-1
1.996460438E1	-1.898257583E-1	3.418279812E-2	1.382204797E-2	1.933735536E-1
1.996660908E1	-1.965452880E-1	2.990674041E-2	1.260031667E-2	1.992065042E-1
1.996861041E1	-2.008213401E-1	2.807414345E-2	9.545991197E-3	2.029987540E-1
1.997061174E1	-2.057082653E-1	2.807414345E-2	8.324260823E-3	2.077819561E-1
1.997261307E1	-2.081517130E-1	2.807414345E-2	7.102529984E-3	2.101564634E-1
1.997461441E1	-2.136495113E-1	2.746327966E-2	6.491664797E-3	2.155051905E-1
1.997661574E1	-2.203690410E-1	2.563068457E-2	2.826473443E-3	2.218725651E-1
1.997861711E1	-2.203690410E-1	2.440895326E-2	3.437338863E-3	2.217433799E-1
1.998061841E1	-2.289211452E-1	2.318722382E-2	9.938777657E-4	2.300946020E-1
1.998261974E1	-2.301428616E-1	2.440895326E-2	-8.387179696E-4	2.314351684E-1
1.998462524E1	-2.331971824E-1	2.379808761E-2	-2.060448518E-3	2.344174062E-1
1.998662394E1	-2.374732494E-1	2.135462686E-2	-5.114774685E-3	2.384863208E-1
1.998862527E1	-2.405275702E-1	2.074376121E-2	-4.503909498E-3	2.414624213E-1
1.999062381E1	-2.454145104E-1	2.746327966E-2	-5.725639872E-3	2.470127458E-1
1.999262514E1	-2.460253537E-1	2.318722382E-2	-8.169100620E-3	2.472505939E-1
1.999462647E1	-2.496905476E-1	2.379808761E-2	-8.169100620E-3	2.509550811E-1
1.999662780E1	-2.496905476E-1	2.563068457E-2	-7.558235433E-3	2.511163644E-1
1.999862914E1	-2.551883459E-1	3.051760606E-2	-9.390830994E-3	2.571781559E-1
2.000063047E1	-2.570209205E-1	3.173933551E-2	-1.000169665E-2	2.591663036E-1
