"Time (s)"	"Recording (a.u.)"
6.583333333E-3	7.187108982E-2
6.604166667E-3	7.016205329E-2
6.625000000E-3	6.915494247E-2
6.645833333E-3	6.997894223E-2
6.666666667E-3	7.367168188E-2
6.687500000E-3	7.898190252E-2
6.708333333E-3	7.818842128E-2
6.729166667E-3	6.814783166E-2
6.750000000E-3	5.648976104E-2
6.770833333E-3	5.084383679E-2
6.791666667E-3	4.605243080E-2
6.812500000E-3	3.967406232E-2
6.833333333E-3	3.302102725E-2
6.854166667E-3	2.560502945E-2
6.875000000E-3	1.962340159E-2
6.895833333E-3	1.797540208E-2
6.916666667E-3	1.373332926E-2
6.937500000E-3	5.890072329E-3
6.958333333E-3	5.188146611E-4
6.979166667E-3	-4.242072817E-3
7.000000000E-3	-1.010162664E-2
7.020833333E-3	-1.229895932E-2
7.041666667E-3	-1.321451460E-2
7.062500000E-3	-1.947080905E-2
7.083333333E-3	-1.794488357E-2
7.104166667E-3	-7.568590350E-3
7.125000000E-3	-1.293984802E-2
7.145833333E-3	-2.899258400E-2
7.166666667E-3	-3.097628712E-2
7.187500000E-3	-3.112887967E-2
7.208333333E-3	-4.571672720E-2
7.229166667E-3	-5.749687185E-2
7.250000000E-3	-5.676442763E-2
7.270833333E-3	-5.972472304E-2
7.291666667E-3	-6.811731315E-2
7.312500000E-3	-7.293923765E-2
7.333333333E-3	-7.754753258E-2
7.354166667E-3	-8.203375347E-2
7.375000000E-3	-8.365123447E-2
7.395833333E-3	-8.478041932E-2
7.416666667E-3	-8.795434431E-2
7.437500000E-3	-8.786278878E-2
7.458333333E-3	-8.560441908E-2
7.479166667E-3	-8.410901212E-2
7.500000000E-3	-7.959227271E-2
7.520833333E-3	-7.303079318E-2
7.541666667E-3	-7.141331217E-2
7.562500000E-3	-7.358012635E-2
7.583333333E-3	-7.446516312E-2
7.604166667E-3	-7.730338450E-2
7.625000000E-3	-8.218634602E-2
7.645833333E-3	-8.368175298E-2
7.666666667E-3	-8.249153111E-2
7.687500000E-3	-7.699819941E-2
7.708333333E-3	-7.190160833E-2
7.729166667E-3	-6.997894223E-2
7.750000000E-3	-6.946012757E-2
7.770833333E-3	-6.906338694E-2
7.791666667E-3	-7.019257179E-2
7.812500000E-3	-7.589953307E-2
7.833333333E-3	-7.931760613E-2
7.854166667E-3	-7.193212683E-2
7.875000000E-3	-6.064027833E-2
7.895833333E-3	-5.395672475E-2
7.916666667E-3	-4.931791131E-2
7.937500000E-3	-4.177983947E-2
7.958333333E-3	-3.592028565E-2
7.979166667E-3	-2.990813929E-2
8.000000000E-3	-2.230903043E-2
8.020833333E-3	-1.748710593E-2
8.041666667E-3	-1.599169897E-2
8.062500000E-3	-9.399700919E-3
8.083333333E-3	-3.021332438E-3
8.104166667E-3	7.934812464E-4
8.125000000E-3	7.995849483E-3
8.145833333E-3	1.232947783E-2
8.166666667E-3	1.214636677E-2
8.187500000E-3	1.632740257E-2
8.208333333E-3	1.956236457E-2
8.229166667E-3	1.168858913E-2
8.250000000E-3	8.606219672E-3
8.270833333E-3	2.032532731E-2
8.291666667E-3	3.012176885E-2
8.312500000E-3	3.051850948E-2
8.333333333E-3	3.714102603E-2
8.354166667E-3	5.200354015E-2
8.375000000E-3	5.856501968E-2
8.395833333E-3	5.737479781E-2
8.416666667E-3	6.299020356E-2
8.437500000E-3	7.135227515E-2
8.458333333E-3	7.531968139E-2
