"Time (s)"	"Linear Acceleration x (m/s^2)"	"Linear Acceleration y (m/s^2)"	"Linear Acceleration z (m/s^2)"	"Absolute acceleration (m/s^2)"
4.000551840E0	-1.469161510E-1	9.448336363E-1	5.583295822E-1	1.107260980E0
4.010749406E0	-1.584722996E-1	7.826753855E-1	6.197166443E-1	1.010813013E0
4.020946906E0	-1.579352617E-1	6.488593817E-1	6.802139282E-1	9.532329370E-1
4.031144406E0	-1.625173092E-1	4.761116505E-1	7.952165604E-1	9.409907318E-1
4.041341906E0	-1.659601927E-1	3.361158371E-1	9.146900177E-1	9.885213553E-1
4.051539439E0	-1.629811525E-1	3.439095020E-1	9.142026901E-1	9.902540888E-1
4.061736972E0	-1.729563475E-1	2.209769487E-1	1.044847488E0	1.081873830E0
4.071967838E0	-1.984678507E-1	-4.293537140E-2	1.244436264E0	1.260894345E0
4.082198671E0	-2.049905062E-1	-1.968211532E-1	1.347976685E0	1.377606916E0
4.092429504E0	-2.042397261E-1	-1.790181994E-1	1.346015930E0	1.373142478E0
4.102660337E0	-2.380301952E-1	-3.445273042E-1	1.413241386E0	1.473977155E0
4.112891170E0	-2.780444622E-1	-6.776643991E-1	1.499437332E0	1.668787007E0
4.123122036E0	-3.092242479E-1	-8.203564882E-1	1.525817871E0	1.759751283E0
4.133352869E0	-3.500447273E-1	-9.774118662E-1	1.602760315E0	1.909635016E0
4.143583702E0	-3.902432919E-1	-1.144462466E0	1.651394844E0	2.046750863E0
4.153814535E0	-3.942332268E-1	-1.260000944E0	1.712441444E0	2.162285346E0
4.164045368E0	-4.129384756E-1	-1.413187742E0	1.752328873E0	2.288727650E0
