"Frequency (Hz)"	"Absolute Amplitude (a.u.)"
4.476562500E3	1.249203603E-1
4.500000000E3	1.600164040E-1
4.523437500E3	1.432137792E-1
4.546875000E3	1.870328969E-2
4.570312500E3	1.264487841E-1
4.593750000E3	2.570196096E-1
4.617187500E3	1.699555305E-1
4.640625000E3	2.290943900E-1
4.664062500E3	1.645513355E-1
4.687500000E3	1.660030828E-1
4.710937500E3	1.641259212E-1
4.734375000E3	3.616737431E-2
4.757812500E3	1.187144299E-1
4.781250000E3	9.168990163E-2
4.804687500E3	1.673349536E-1
4.828125000E3	7.519039362E-2
4.851562500E3	8.939682590E-2
4.875000000E3	2.182335271E-1
4.898437500E3	1.762611310E-1
4.921875000E3	3.369077781E-2
4.945312500E3	5.874224024E-2
4.968750000E3	1.230811596E-1
4.992187500E3	1.152997362E-1
5.015625000E3	2.284225714E-1
5.039062500E3	1.787367691E-1
5.062500000E3	1.719451307E-1
5.085937500E3	1.536564351E-1
5.109375000E3	3.905406501E-2
5.132812500E3	9.764445408E-2
5.156250000E3	4.914523348E-2
5.179687500E3	8.344040982E-2
5.203125000E3	1.925024787E-1
5.226562500E3	1.041185578E-1
5.250000000E3	4.957713796E-1
5.273437500E3	3.974573118E-1
5.296875000E3	2.696418143E-1
5.320312500E3	1.127929771E-1
5.343750000E3	3.887955437E-1
5.367187500E3	5.140980408E-2
5.390625000E3	1.030276218E-1
5.414062500E3	8.560723327E-2
5.437500000E3	1.750263327E-1
5.460937500E3	1.722995465E-1
5.484375000E3	5.625586785E-2
5.507812500E3	1.504264968E-1
5.531250000E3	5.223454733E-2
5.554687500E3	1.558986777E-1
5.578125000E3	1.268436854E-1
5.601562500E3	4.888498723E-2
5.625000000E3	1.952987404E-1
5.648437500E3	1.005988334E-1
5.671875000E3	8.532068932E-2
5.695312500E3	8.355590021E-2
5.718750000E3	2.255902716E-1
5.742187500E3	5.501557181E-2
5.765625000E3	6.913167952E-2
5.789062500E3	4.272678209E-2
5.812500000E3	8.429082715E-2
5.835937500E3	1.725912895E-1
5.859375000E3	1.708040737E-1
5.882812500E3	1.910792790E-1
5.906250000E3	3.572946506E-2
5.929687500E3	1.180202216E-1
5.953125000E3	1.605116148E-1
5.976562500E3	9.742111464E-2
6.000000000E3	2.625711542E-1
6.023437500E3	2.896752737E-1
6.046875000E3	2.408563634E-1
6.070312500E3	8.508633143E-3
6.093750000E3	2.030363421E-1
6.117187500E3	1.431184123E-1
6.140625000E3	1.639867404E-1
6.164062500E3	1.558828257E-1
6.187500000E3	5.173896141E-2
6.210937500E3	1.450572766E-1
6.234375000E3	4.253841147E-2
6.257812500E3	6.900140445E-2
6.281250000E3	2.477712863E-1
6.304687500E3	4.012856963E-2
6.328125000E3	2.277212507E-1
6.351562500E3	1.505440534E-1
6.375000000E3	3.853830715E-2
6.398437500E3	9.726565859E-2
6.421875000E3	2.302676468E-1
6.445312500E3	1.284913899E-1
6.468750000E3	1.771299142E-1
6.492187500E3	6.611148301E-2
6.515625000E3	1.253346159E-1
6.539062500E3	2.121812458E-1
6.562500000E3	9.943081833E-2
6.585937500E3	8.716127287E-2
6.609375000E3	1.246417276E-1
6.632812500E3	2.497581686E-1
6.656250000E3	2.268409813E-2
6.679687500E3	3.356436040E-2
6.703125000E3	1.086132297E-1
6.726562500E3	1.719570887E-1
6.750000000E3	7.895913517E-2
6.773437500E3	5.389221740E-2
6.796875000E3	5.827401851E-2
6.820312500E3	7.843422926E-2
6.843750000E3	2.553731040E-1
6.867187500E3	3.858219964E-2
6.890625000E3	1.243281906E-1
6.914062500E3	1.884208912E-1
6.937500000E3	1.004234430E-1
6.960937500E3	2.008415205E-1
6.984375000E3	5.277134695E-2
7.007812500E3	8.482722880E-2
7.031250000E3	1.090373616E-1
7.054687500E3	7.209487525E-2
7.078125000E3	1.023590015E-1
7.101562500E3	1.061893951E-1
7.125000000E3	8.993871219E-2
7.148437500E3	6.623971623E-2
7.171875000E3	7.714551506E-2
7.195312500E3	1.145334895E-1
7.218750000E3	7.731655746E-2
7.242187500E3	2.324994323E-2
7.265625000E3	7.624819531E-2
7.289062500E3	3.452773040E-2
7.312500000E3	5.734911868E-2
7.335937500E3	1.285013123E-1
7.359375000E3	2.087384124E-2
7.382812500E3	2.614440007E-2
7.406250000E3	4.637340142E-2
7.429687500E3	1.759805160E-1
7.453125000E3	9.913584722E-2
7.476562500E3	9.865141979E-2
7.500000000E3	2.718940350E-2
7.523437500E3	8.361596652E-2
7.546875000E3	8.506287689E-2
7.570312500E3	1.607644005E-1
7.593750000E3	1.668217627E-1
7.617187500E3	1.408146289E-1
7.640625000E3	7.219983391E-2
7.664062500E3	7.451642141E-2
7.687500000E3	7.969638081E-2
7.710937500E3	5.120256027E-2
7.734375000E3	1.711621744E-1
7.757812500E3	5.971543815E-2
7.781250000E3	9.027390715E-2
7.804687500E3	1.297649499E-1
7.828125000E3	1.147560766E-1
7.851562500E3	1.083252669E-2
7.875000000E3	2.908586299E-2
7.898437500E3	5.135229150E-2
7.921875000E3	9.908425727E-2
7.945312500E3	5.961326764E-2
7.968750000E3	5.790568713E-2
7.992187500E3	4.214805578E-2
8.015625000E3	4.492407297E-2
8.039062500E3	8.932901818E-2
8.062500000E3	4.151387334E-2
8.085937500E3	4.927249309E-2
8.109375000E3	6.025050418E-2
8.132812500E3	5.588017474E-2
8.156250000E3	3.280470132E-3
8.179687500E3	6.598147781E-2
8.203125000E3	1.066450391E-1
8.226562500E3	6.006856919E-2
8.250000000E3	7.134297327E-2
8.273437500E3	5.763735023E-2
8.296875000E3	7.993792471E-2
8.320312500E3	2.501033945E-2
8.343750000E3	2.146113849E-2
8.367187500E3	5.690323091E-2
8.390625000E3	1.416782176E-2
8.414062500E3	4.980367910E-2
8.437500000E3	1.318312743E-2
8.460937500E3	2.788335347E-2
8.484375000E3	3.445344763E-2
8.507812500E3	2.906787764E-2
