"Time (s)"	"Frequency (Hz)"	"Speed (m/s)"
1.838268095E0	1.000559016E3	1.899591080E-1
1.848268304E0	1.000619371E3	2.104559288E-1
1.858268512E0	1.000708828E3	2.408309434E-1
1.868268720E0	1.000707677E3	2.404399469E-1
1.878268929E0	1.000702502E3	2.386829124E-1
1.888269137E0	1.000829824E3	2.819063038E-1
1.898269345E0	1.000913770E3	3.103982194E-1
1.908269554E0	1.000726233E3	2.467400202E-1
1.918269762E0	1.000677479E3	2.301868254E-1
1.928269970E0	1.000826463E3	2.807652764E-1
1.938270179E0	1.000902799E3	3.066749285E-1
1.948270387E0	1.000858089E3	2.914999783E-1
1.958270595E0	1.000828707E3	2.815271517E-1
1.968270804E0	1.001163819E3	3.952385115E-1
1.978271012E0	1.000787218E3	2.674437067E-1
1.988271220E0	1.001097788E3	3.728384990E-1
1.999273614E0	1.001082011E3	3.674862197E-1
2.009273822E0	1.000712139E3	2.419551202E-1
2.019274031E0	1.000602317E3	2.046646126E-1
2.029274239E0	1.000439509E3	1.493674813E-1
2.039274447E0	1.000180729E3	6.143662447E-2
2.049274656E0	9.995984266E2	-1.365898089E-1
2.059274864E0	9.991453713E2	-2.908222998E-1
2.069275072E0	9.985463812E2	-4.949498496E-1
2.079275281E0	9.981061085E2	-6.451449393E-1
2.089275489E0	9.978178935E2	-7.435386944E-1
2.099275697E0	9.979811732E2	-6.877896426E-1
2.109275906E0	9.980670875E2	-6.584630121E-1
2.119276114E0	9.978957503E2	-7.169535365E-1
2.129276322E0	9.977426806E2	-7.692249660E-1
2.139276531E0	9.977903264E2	-7.529528204E-1
2.149276739E0	9.973300092E2	-9.102271566E-1
2.159276947E0	9.970390845E2	-1.009700892E0
2.169277156E0	9.970510662E2	-1.005602953E0
2.179277364E0	9.968054497E2	-1.089627983E0
2.189277572E0	9.968175177E2	-1.085498570E0
2.199277781E0	9.966815765E2	-1.132020526E0
2.209277989E0	9.967703949E2	-1.101623537E0
2.219278197E0	9.970571549E2	-1.003520522E0
2.229278406E0	9.970914417E2	-9.917944973E-1
2.239278614E0	9.974497325E2	-8.693079065E-1
2.249278822E0	9.975682254E2	-8.288188781E-1
2.259279031E0	9.979399046E2	-7.018783575E-1
2.269279239E0	9.982740555E2	-5.878356971E-1
2.279279447E0	9.984405382E2	-5.310451524E-1
2.289279656E0	9.987372610E2	-4.298740671E-1
2.299279864E0	9.989102923E2	-3.709047839E-1
2.309280072E0	9.992114066E2	-2.683333714E-1
2.319280281E0	9.996601148E2	-1.156002638E-1
2.329280489E0	9.999032697E2	-3.289147122E-2
2.339280697E0	1.000169820E3	5.772899029E-2
2.349280906E0	1.000492808E3	1.674722995E-1
2.359281114E0	1.000708817E3	2.408271868E-1
2.369281322E0	1.000920828E3	3.127934907E-1
2.379281531E0	1.001078808E3	3.663993349E-1
2.389281739E0	1.001244296E3	4.225349789E-1
2.399281948E0	1.001267743E3	4.304867141E-1
2.409282156E0	1.001526427E3	5.181941530E-1
2.419282364E0	1.001621754E3	5.505037025E-1
2.429282573E0	1.001388576E3	4.714610171E-1
2.439282781E0	1.001714533E3	5.819435528E-1
2.449282989E0	1.001623576E3	5.511210054E-1
2.459283198E0	1.001883569E3	6.392094978E-1
2.469283406E0	1.001754858E3	5.956064846E-1
2.479283614E0	1.002073087E3	7.033913149E-1
2.489283823E0	1.002001755E3	6.792369211E-1
2.499284031E0	1.002072737E3	7.032728968E-1
2.509284239E0	1.002055358E3	6.973884759E-1
2.519284448E0	1.002156872E3	7.317582532E-1
2.529284656E0	1.001865617E3	6.331285909E-1
2.539284864E0	1.002164234E3	7.342505474E-1
2.549285073E0	1.002400423E3	8.141895315E-1
2.559285281E0	1.002234416E3	7.580076400E-1
2.569285489E0	1.002456326E3	8.331043935E-1
2.579285698E0	1.002439477E3	8.274036946E-1
2.589285906E0	1.002401674E3	8.146126683E-1
2.599286114E0	1.002530661E3	8.582527999E-1
2.609286323E0	1.002525855E3	8.566271281E-1
2.619286531E0	1.002576314E3	8.736957317E-1
2.629286739E0	1.002571124E3	8.719402672E-1
2.639286948E0	1.002692471E3	9.129818440E-1
2.649287156E0	1.002779354E3	9.423613603E-1
2.659287364E0	1.002783745E3	9.438457539E-1
2.669287573E0	1.002856322E3	9.683833137E-1
2.679287781E0	1.002939511E3	9.965045544E-1
2.689287989E0	1.002912709E3	9.874449238E-1
2.697746844E0	1.002884219E3	9.778143436E-1
2.707747052E0	1.003055548E3	1.035721570E0
2.717747261E0	1.003078368E3	1.043433202E0
2.727747469E0	1.002942351E3	9.974643153E-1
2.737747677E0	1.003058429E3	1.036695318E0
2.747747886E0	1.003016677E3	1.022585510E0
2.757748094E0	1.002929312E3	9.930570517E-1
2.767748302E0	1.002696343E3	9.142915456E-1
2.777748511E0	1.002908927E3	9.861665524E-1
2.787748719E0	1.002897707E3	9.823735880E-1
2.797748927E0	1.002785455E3	9.444240355E-1
2.807749136E0	1.002442541E3	8.284403592E-1
2.817749344E0	1.002657187E3	9.010491749E-1
2.827749552E0	1.002648966E3	8.982690976E-1
2.837749761E0	1.002369511E3	8.037292636E-1
2.847749969E0	1.002193762E3	7.442464607E-1
2.857750177E0	1.002424434E3	8.223138421E-1
2.867750386E0	1.002319012E3	7.866399454E-1
2.877750594E0	1.002055503E3	6.974372764E-1
2.887750802E0	1.002042588E3	6.930641987E-1
2.897751011E0	1.001892693E3	6.423001118E-1
2.907751219E0	1.001754985E3	5.956496514E-1
2.917751427E0	1.001617713E3	5.491341052E-1
2.927751636E0	1.001258482E3	4.273462119E-1
2.937751844E0	1.001025921E3	3.484556489E-1
2.947752052E0	1.000843999E3	2.867175499E-1
2.957752261E0	1.000571016E3	1.940345598E-1
2.967752469E0	1.000288489E3	9.805792681E-2
2.977752677E0	9.998854822E2	-3.894051919E-2
2.987752886E0	9.995866340E2	-1.406025763E-1
2.997753094E0	9.993284758E2	-2.284716669E-1
3.007753302E0	9.989441940E2	-3.593534637E-1
3.017753511E0	9.987209261E2	-4.354420824E-1
3.027753719E0	9.985388831E2	-4.975066599E-1
3.037753927E0	9.984160021E2	-5.394137034E-1
3.047754136E0	9.981639202E2	-6.254154446E-1
3.057754344E0	9.981636653E2	-6.255024194E-1
3.067754552E0	9.980596179E2	-6.610125392E-1
3.077754761E0	9.978117809E2	-7.456260788E-1
3.087754969E0	9.978731091E2	-7.246842434E-1
3.097755178E0	9.978652834E2	-7.273563606E-1
3.107755386E0	9.978643397E2	-7.276785846E-1
3.117755594E0	9.977342386E2	-7.721083018E-1
3.127755803E0	9.977849696E2	-7.547822025E-1
3.137756011E0	9.977274063E2	-7.744418610E-1
3.147756219E0	9.979309512E2	-7.049351254E-1
3.157756428E0	9.980589450E2	-6.612422118E-1
3.167756636E0	9.980342926E2	-6.696568738E-1
3.177756844E0	9.981921122E2	-6.157951372E-1
3.187757053E0	9.984711659E2	-5.205994877E-1
3.197757261E0	9.987090014E2	-4.395069118E-1
3.207757469E0	9.987417949E2	-4.283286646E-1
3.217757678E0	9.990387347E2	-3.271446869E-1
3.227757886E0	9.993333440E2	-2.268142473E-1
3.237758094E0	9.997059463E2	-1.000076489E-1
3.247758303E0	9.997846095E2	-7.324853623E-2
3.257758511E0	1.000045472E3	1.545972240E-2
3.267758719E0	1.000282491E3	9.601968267E-2
3.277758928E0	1.000227177E3	7.722274391E-2
3.287759136E0	1.000371156E3	1.261461783E-1
3.297759344E0	1.000459720E3	1.562328700E-1
3.307759553E0	1.000555030E3	1.886056342E-1
3.317759761E0	1.000518328E3	1.761402909E-1
3.327759969E0	1.000561002E3	1.906338154E-1
3.337760178E0	1.000518402E3	1.761655063E-1
3.347760386E0	1.000750834E3	2.550919860E-1
3.357760594E0	1.000762875E3	2.591796221E-1
3.367760803E0	1.000530467E3	1.802631485E-1
3.377761011E0	1.000774187E3	2.630198148E-1
3.387761219E0	1.000888469E3	3.018111781E-1
3.396331959E0	1.000958006E3	3.254101734E-1
3.406332167E0	1.000941277E3	3.197332332E-1
3.416332376E0	1.000955760E3	3.246482735E-1
3.426332584E0	1.001063764E3	3.612955442E-1
3.436332792E0	1.001052738E3	3.575544453E-1
3.446333001E0	1.000998281E3	3.390771110E-1
3.456333209E0	1.001127643E3	3.829667203E-1
3.466333417E0	1.001095722E3	3.721378342E-1
3.476333626E0	1.000991827E3	3.368870603E-1
3.486333834E0	1.001247346E3	4.235691736E-1
3.496334042E0	1.001021195E3	3.468519417E-1
3.506334251E0	1.001101504E3	3.740991746E-1
3.516334459E0	1.000971148E3	3.298698365E-1
3.526334667E0	1.000953423E3	3.238550735E-1
3.536334876E0	1.001115729E3	3.789250966E-1
3.546335084E0	1.001067382E3	3.625230661E-1
3.556335292E0	1.001056469E3	3.588202644E-1
3.566335501E0	1.000979594E3	3.327359281E-1
3.576335709E0	1.000950603E3	3.228981794E-1
3.586335917E0	1.001186525E3	4.029402895E-1
3.596336126E0	1.001176236E3	3.994503705E-1
3.606336334E0	1.001170981E3	3.976678247E-1
3.616336542E0	1.001216698E3	4.131745320E-1
3.626336751E0	1.001323291E3	4.493242046E-1
3.636336959E0	1.001270243E3	4.313345605E-1
3.646337167E0	1.001175418E3	3.991728542E-1
3.656337376E0	1.001421396E3	4.825886395E-1
3.666337584E0	1.001372587E3	4.660397751E-1
3.676337792E0	1.001041288E3	3.536697068E-1
3.686338001E0	1.001307279E3	4.438944170E-1
3.696338209E0	1.001109339E3	3.767574604E-1
3.706338417E0	1.000684316E3	2.325083543E-1
3.716338626E0	1.000177967E3	6.049815291E-2
3.726338834E0	1.000042426E3	1.442428494E-2
3.736339042E0	9.996569422E2	-1.166796653E-1
3.746339251E0	9.994905367E2	-1.733058127E-1
3.756339459E0	9.989671286E2	-3.515393606E-1
3.766339667E0	9.985109258E2	-5.070402413E-1
3.776339876E0	9.983442263E2	-5.638967477E-1
3.786340084E0	9.979992932E2	-6.816039907E-1
3.796340293E0	9.977826062E2	-7.555893338E-1
3.806340501E0	9.976532384E2	-7.997758280E-1
3.816340709E0	9.976115679E2	-8.140111270E-1
3.826340918E0	9.974266841E2	-8.771846629E-1
3.836341126E0	9.974025802E2	-8.854225620E-1
3.846341334E0	9.972681281E2	-9.313808576E-1
3.856341543E0	9.971813451E2	-9.610515239E-1
3.866341751E0	9.970781095E2	-9.963540213E-1
3.876341959E0	9.970309446E2	-1.012484976E0
3.886342168E0	9.970655243E2	-1.000658136E0
3.896342376E0	9.970443841E2	-1.007888346E0
3.906342584E0	9.970560927E2	-1.003883837E0
3.916342793E0	9.971124332E2	-9.846158403E-1
3.926343001E0	9.971764604E2	-9.627217640E-1
3.936343209E0	9.973118439E2	-9.164365972E-1
3.946343418E0	9.973984857E2	-8.868219331E-1
3.956343626E0	9.976361924E2	-8.055988806E-1
3.966343834E0	9.977374651E2	-7.710063040E-1
3.976344043E0	9.979058430E2	-7.135075925E-1
3.986344251E0	9.981056497E2	-6.453015438E-1
3.996344459E0	9.981058832E2	-6.452218435E-1
4.006344668E0	9.984161646E2	-5.393582958E-1
4.016344876E0	9.985675287E2	-4.877389085E-1
4.026345084E0	9.988203156E2	-4.015664163E-1
4.036345293E0	9.988908939E2	-3.775147777E-1
4.046345501E0	9.991641090E2	-2.844407110E-1
4.056345709E0	9.993179282E2	-2.320627031E-1
4.066345918E0	9.994678392E2	-1.810310139E-1
4.076346126E0	9.996179520E2	-1.299459718E-1
4.086346334E0	9.998219042E2	-6.056335444E-2
4.099230228E0	9.999902743E2	-3.306765697E-3
4.109230436E0	1.000190411E3	6.472733514E-2
4.119230645E0	1.000410010E3	1.393464070E-1
4.129230853E0	1.000504558E3	1.714630598E-1
4.139231061E0	1.000870346E3	2.956604059E-1
4.149231270E0	1.001063722E3	3.612812787E-1
4.159231478E0	1.001100807E3	3.738626752E-1
4.169231686E0	1.001282130E3	4.353660832E-1
4.179231895E0	1.001401659E3	4.758968837E-1
4.189232103E0	1.001597068E3	5.421373363E-1
4.199232311E0	1.001587829E3	5.390059963E-1
4.209232520E0	1.001733656E3	5.884230786E-1
4.219232728E0	1.001818548E3	6.171839687E-1
4.229232936E0	1.001880695E3	6.382359790E-1
4.239233145E0	1.001930291E3	6.550344032E-1
4.249233353E0	1.001935105E3	6.566650965E-1
4.259233561E0	1.001988509E3	6.747512015E-1
4.269233770E0	1.002128960E3	7.223087089E-1
4.279233978E0	1.002163059E3	7.338526313E-1
4.289234186E0	1.002167939E3	7.355048350E-1
4.299234395E0	1.002219388E3	7.529208318E-1
4.309234603E0	1.002304113E3	7.815973896E-1
4.319234811E0	1.002321160E3	7.873669346E-1
4.329235020E0	1.002339757E3	7.936605448E-1
4.339235228E0	1.002234671E3	7.580940652E-1
4.349235436E0	1.002361873E3	8.011446697E-1
4.359235645E0	1.002297302E3	7.792922689E-1
4.369235853E0	1.002314561E3	7.851334885E-1
4.379236061E0	1.002384916E3	8.089421110E-1
4.389236270E0	1.002269676E3	7.699421594E-1
4.399236478E0	1.002324654E3	7.885491732E-1
4.409236686E0	1.002325861E3	7.889578132E-1
4.419236895E0	1.002308150E3	7.829636531E-1
4.429237103E0	1.002276056E3	7.721018377E-1
4.439237311E0	1.002310731E3	7.838373984E-1
4.449237520E0	1.002163059E3	7.338526130E-1
4.459237728E0	1.002208668E3	7.492922013E-1
4.469237936E0	1.002105074E3	7.142217668E-1
4.479238145E0	1.001950318E3	6.618174616E-1
4.489238353E0	1.001961408E3	6.655733120E-1
4.499238562E0	1.001822942E3	6.186723308E-1
4.509238770E0	1.001818742E3	6.172495913E-1
4.519238978E0	1.001633404E3	5.544517274E-1
4.529239187E0	1.001674075E3	5.682342170E-1
4.539239395E0	1.001423895E3	4.834359686E-1
4.549239603E0	1.001391982E3	4.726161092E-1
4.559239812E0	1.001181734E3	4.013152761E-1
4.569240020E0	1.001052020E3	3.573110512E-1
4.579240228E0	1.000917505E3	3.116658304E-1
4.589240437E0	1.000647254E3	2.199241388E-1
4.599240645E0	1.000592099E3	2.011946374E-1
4.609240853E0	1.000309809E3	1.053023171E-1
4.619241062E0	1.000151719E3	5.157658232E-2
4.629241270E0	9.999142954E2	-2.914207648E-2
4.639241478E0	9.996340691E2	-1.244620548E-1
4.649241687E0	9.993773276E2	-2.118405380E-1
4.659241895E0	9.991172054E2	-3.004153681E-1
4.669242103E0	9.988521214E2	-3.907272217E-1
4.679242312E0	9.985533082E2	-4.925878447E-1
4.689242520E0	9.983925951E2	-5.473975645E-1
4.699242728E0	9.981815392E2	-6.194030316E-1
4.709242937E0	9.980881732E2	-6.512662118E-1
4.719243145E0	9.979455830E2	-6.999397458E-1
4.729243353E0	9.978437589E2	-7.347061779E-1
4.739243562E0	9.978136678E2	-7.449817323E-1
4.749243770E0	9.977114426E2	-7.798943478E-1
4.759243978E0	9.976537750E2	-7.995925229E-1
4.769244187E0	9.975172158E2	-8.462476691E-1
4.779244395E0	9.975818711E2	-8.241567382E-1
4.789244603E0	9.975163799E2	-8.465333150E-1
4.799202112E0	9.973941200E2	-8.883140487E-1
4.809202320E0	9.973379984E2	-9.074962854E-1
4.819202529E0	9.972249098E2	-9.461563438E-1
4.829202737E0	9.968960032E2	-1.058644939E0
4.839202945E0	9.969855000E2	-1.028028994E0
4.849203154E0	9.968081439E2	-1.088706080E0
4.859203362E0	9.968753405E2	-1.065714236E0
4.869203570E0	9.971292766E2	-9.788559874E-1
4.879203779E0	9.970725883E2	-9.982422461E-1
4.889203987E0	9.973009208E2	-9.201705340E-1
4.899204195E0	9.974952551E2	-8.537516983E-1
4.909204404E0	9.978355836E2	-7.374978336E-1
4.919204612E0	9.980382946E2	-6.682908178E-1
4.929204820E0	9.982175140E2	-6.071274468E-1
4.939205029E0	9.983651375E2	-5.567634946E-1
4.949205237E0	9.989127069E2	-3.700820317E-1
4.959205445E0	9.990232069E2	-3.324343900E-1
4.969205654E0	9.993222281E2	-2.305987273E-1
4.979205862E0	9.997915087E2	-7.090184074E-2
4.989206070E0	1.000003235E3	1.099982090E-3
4.999206279E0	1.000106145E3	3.608539362E-2
5.009206487E0	1.000231307E3	7.862613421E-2
5.019206695E0	1.000638507E3	2.169538900E-1
5.029206904E0	1.000578382E3	1.965361672E-1
5.039207112E0	1.000582575E3	1.979601194E-1
5.049207320E0	1.000775981E3	2.636288855E-1
5.059207529E0	1.000877155E3	2.979713774E-1
5.069207737E0	1.001089482E3	3.700207896E-1
5.079207945E0	1.001004520E3	3.411940912E-1
5.089208154E0	1.001122251E3	3.811377454E-1
5.099208362E0	1.001081006E3	3.671451517E-1
5.109208570E0	1.000979437E3	3.326826792E-1
5.119208779E0	1.001105521E3	3.754621701E-1
5.129208987E0	1.001050755E3	3.568817828E-1
5.139209195E0	1.001137972E3	3.864706706E-1
5.149209404E0	1.001088271E3	3.696098352E-1
5.159209612E0	1.001177035E3	3.997213687E-1
5.169209820E0	1.001050401E3	3.567617202E-1
5.179210029E0	1.001099259E3	3.733376701E-1
5.189210237E0	1.000938277E3	3.187152341E-1
5.199210446E0	1.001028944E3	3.494814986E-1
5.209210654E0	1.001021461E3	3.469423888E-1
5.219210862E0	1.000935318E3	3.177108081E-1
5.229211071E0	1.000899609E3	3.055922397E-1
5.239211279E0	1.000873139E3	2.966083530E-1
5.249211487E0	1.000856002E3	2.907916870E-1
5.259211696E0	1.000980567E3	3.330663327E-1
5.269211904E0	1.000896136E3	3.044133458E-1
5.279212112E0	1.000874292E3	2.969996649E-1
5.289212321E0	1.000709662E3	2.411139724E-1
5.299212529E0	1.000614355E3	2.087523332E-1
5.309212737E0	1.000384891E3	1.308125793E-1
5.319212946E0	1.000269959E3	9.176134889E-2
5.329213154E0	1.000132368E3	4.499924459E-2
5.339213362E0	1.000174242E3	5.923188573E-2
5.349213571E0	1.000384215E3	1.305829437E-1
5.359213779E0	1.000476055E3	1.617818392E-1
5.369213987E0	1.000527661E3	1.793099785E-1
5.379214196E0	1.000702973E3	2.388430195E-1
5.389214404E0	1.000699903E3	2.378005553E-1
5.399214612E0	1.000424806E3	1.443726750E-1
5.409214821E0	1.000064545E3	2.194394023E-2
5.419215029E0	9.994178478E2	-1.980470480E-1
5.429215237E0	9.994031092E2	-2.030640944E-1
5.439215446E0	9.991789017E2	-2.794028319E-1
5.449215654E0	9.986824929E2	-4.485433650E-1
5.459215862E0	9.984866944E2	-5.153037077E-1
5.469216071E0	9.982916504E2	-5.818328388E-1
5.479216279E0	9.980042916E2	-6.798977371E-1
5.489216487E0	9.979911942E2	-6.843687522E-1
5.499487650E0	9.977299410E2	-7.735761269E-1
5.509487858E0	9.976873801E2	-7.881133887E-1
5.519488067E0	9.976405367E2	-8.041148149E-1
5.529488275E0	9.974464051E2	-8.704450323E-1
5.539488483E0	9.973279432E2	-9.109333655E-1
5.549488692E0	9.975205025E2	-8.451246434E-1
5.559488900E0	9.972175123E2	-9.486855374E-1
5.569489108E0	9.972659077E2	-9.321399344E-1
5.579489317E0	9.970699331E2	-9.991503262E-1
5.589489525E0	9.969459367E2	-1.041562521E0
5.599489733E0	9.969973858E2	-1.023963400E0
5.609489942E0	9.968148262E2	-1.086419529E0
5.619490150E0	9.968294374E2	-1.081419981E0
5.629490358E0	9.968315172E2	-1.080708361E0
5.639490567E0	9.968470358E2	-1.075398519E0
5.649490775E0	9.968530208E2	-1.073350748E0
5.659490983E0	9.968139779E2	-1.086709809E0
5.669491192E0	9.968697518E2	-1.067626316E0
5.679491400E0	9.968881165E2	-1.061343161E0
5.689491608E0	9.969294202E2	-1.047212681E0
5.699491817E0	9.969205210E2	-1.050257110E0
5.709492025E0	9.971155319E2	-9.835561745E-1
5.719492233E0	9.970812099E2	-9.952936884E-1
5.729492442E0	9.973840221E2	-8.917653241E-1
5.739492650E0	9.973999164E2	-8.863329489E-1
5.749492858E0	9.977161608E2	-7.782828115E-1
5.759493067E0	9.978636425E2	-7.279166485E-1
5.769493275E0	9.979004541E2	-7.153475106E-1
5.779493483E0	9.981250482E2	-6.386810968E-1
5.789493692E0	9.982960385E2	-5.803357777E-1
5.799493900E0	9.984510307E2	-5.274665992E-1
5.809494108E0	9.985990833E2	-4.769798996E-1
5.819494317E0	9.988108458E2	-4.047937956E-1
5.829494525E0	9.990674901E2	-3.173493084E-1
5.839494733E0	9.992140958E2	-2.674175975E-1
5.849494942E0	9.995019981E2	-1.694050000E-1
5.859495150E0	9.996288657E2	-1.262325035E-1
5.869495358E0	9.997729932E2	-7.719984249E-2
5.879495567E0	9.998471991E2	-5.196023161E-2
5.889495775E0	1.000011858E3	4.031752700E-3
5.899495984E0	1.000088766E3	3.017765459E-2
5.909496192E0	1.000253651E3	8.621960756E-2
5.919496400E0	1.000312646E3	1.062663749E-1
5.929496609E0	1.000394258E3	1.339947982E-1
5.939496817E0	1.000533183E3	1.811855567E-1
5.949497025E0	1.000638864E3	2.170751503E-1
5.959497234E0	1.000607318E3	2.063628492E-1
5.969497442E0	1.000646191E3	2.195631922E-1
5.979497650E0	1.000742671E3	2.523206312E-1
5.989497859E0	1.000927741E3	3.151395162E-1
5.999498067E0	1.000885352E3	3.007533025E-1
6.009498275E0	1.000765076E3	2.599268533E-1
6.019498484E0	1.000771969E3	2.622671419E-1
6.029498692E0	1.000931957E3	3.165704515E-1
6.039498900E0	1.000997263E3	3.387315309E-1
6.049499109E0	1.000874886E3	2.972012662E-1
6.059499317E0	1.001001553E3	3.401871861E-1
6.069499525E0	1.001011624E3	3.436045447E-1
6.079499734E0	1.000982138E3	3.335992179E-1
6.089499942E0	1.000886010E3	3.009766955E-1
6.099500150E0	1.000926826E3	3.148289824E-1
6.109500359E0	1.000966408E3	3.282613461E-1
6.119500567E0	1.000846083E3	2.874249215E-1
6.129500775E0	1.000753468E3	2.559860791E-1
6.139500984E0	1.000620893E3	2.109727158E-1
6.149501192E0	1.000557101E3	1.893089054E-1
6.159501400E0	1.000329411E3	1.119628922E-1
6.169501609E0	1.000240205E3	8.165020697E-2
6.179501817E0	9.999660130E2	-1.155596903E-2
6.189502025E0	9.999781599E2	-7.425785251E-3
6.199551649E0	9.997351650E2	-9.006776706E-2
6.209551857E0	9.994817911E2	-1.762823785E-1
6.219552066E0	9.995509199E2	-1.527558362E-1
6.229552274E0	9.992417754E2	-2.579919687E-1
6.239552482E0	9.991647954E2	-2.842069215E-1
6.249552691E0	9.988733155E2	-3.835048262E-1
6.259552899E0	9.987032810E2	-4.414569211E-1
6.269553107E0	9.986552325E2	-4.578366446E-1
6.279553316E0	9.984541698E2	-5.263959928E-1
6.289553524E0	9.979626375E2	-6.941174157E-1
6.299553732E0	9.981950600E2	-6.147892599E-1
6.309553941E0	9.978915835E2	-7.183762528E-1
6.319554149E0	9.979304211E2	-7.051161287E-1
6.329554357E0	9.979231937E2	-7.075836577E-1
6.339554566E0	9.976598951E2	-7.975018932E-1
6.349554774E0	9.978556145E2	-7.306578799E-1
6.359554982E0	9.978741009E2	-7.243455947E-1
6.369555191E0	9.978278902E2	-7.401249530E-1
6.379555399E0	9.978473785E2	-7.334701880E-1
6.389555607E0	9.978742013E2	-7.243113125E-1
6.399555816E0	9.980911109E2	-6.502635649E-1
6.409556024E0	9.979648267E2	-6.933700420E-1
6.419556232E0	9.981501666E2	-6.301089403E-1
6.429556441E0	9.983834975E2	-5.505007365E-1
6.439556649E0	9.982445146E2	-5.979146608E-1
6.449556857E0	9.982843813E2	-5.843128145E-1
6.459557066E0	9.982741109E2	-5.878168131E-1
6.469557274E0	9.980357783E2	-6.691497352E-1
6.479557482E0	9.983426494E2	-5.644346816E-1
6.489557691E0	9.985673760E2	-4.877909978E-1
6.499557899E0	9.981460812E2	-6.315031346E-1
6.509558107E0	9.981014567E2	-6.467325775E-1
6.519558316E0	9.978837717E2	-7.210435200E-1
6.529558524E0	9.981277958E2	-6.377434120E-1
6.539558732E0	9.978240494E2	-7.414365233E-1
6.549558941E0	9.977041986E2	-7.823686248E-1
6.559559149E0	9.972806670E2	-9.270942831E-1
6.569559357E0	9.970010319E2	-1.022716255E0
6.579559566E0	9.973711207E2	-8.961748948E-1
6.589559774E0	9.964074571E2	-1.225868559E0
6.599559983E0	9.966270223E2	-1.150693668E0
6.609560191E0	9.965943554E2	-1.161876088E0
6.619560399E0	9.980060664E2	-6.792918841E-1
6.629560608E0	9.926711535E2	-2.510204722E0
6.639560816E0	9.964967264E2	-1.195300483E0
6.649561024E0	9.952137710E2	-1.635144043E0
6.659561233E0	9.949853768E2	-1.713564777E0
6.669561441E0	9.967743639E2	-1.100265336E0
6.679561649E0	9.963965587E2	-1.229600834E0
6.689561858E0	9.969665512E2	-1.034510727E0
6.699562066E0	9.978089810E2	-7.465822367E-1
6.709562274E0	9.981091728E2	-6.440991311E-1
6.719562483E0	9.987907346E2	-4.116480247E-1
6.729562691E0	9.989916161E2	-3.431965937E-1
6.739562899E0	9.999781791E2	-7.419267954E-3
6.749563108E0	9.998288064E2	-5.821577895E-2
6.759563316E0	1.000353047E3	1.199937568E-1
6.769563524E0	1.000455629E3	1.548431973E-1
