"Time (s)"	"Frequency (Hz)"	"Speed (m/s)"
2.483778070E0	9.993401111E2	-2.245103921E-1
2.503778487E0	9.995894712E2	-1.396371042E-1
2.523778903E0	9.996944386E2	-1.039226326E-1
2.543779320E0	9.997122067E2	-9.787790426E-2
2.563779737E0	9.998634692E2	-4.642682464E-2
2.583780153E0	9.999370222E2	-2.141381349E-2
2.603780570E0	1.000042623E3	1.449108486E-2
2.623780987E0	1.000095187E3	3.236038070E-2
2.643781403E0	1.000177743E3	6.042175078E-2
2.663781820E0	1.000155517E3	5.286768039E-2
2.686765037E0	1.000246607E3	8.382568499E-2
2.706765454E0	1.000191647E3	6.514763656E-2
2.726765870E0	1.000156703E3	5.327052915E-2
2.746766287E0	1.000123942E3	4.213517089E-2
2.766766704E0	1.000110372E3	3.752228168E-2
2.786767120E0	9.999703752E2	-1.007271744E-2
2.806767537E0	9.998294562E2	-5.799479598E-2
2.826767954E0	9.998058044E2	-6.603934215E-2
2.846768370E0	9.997840077E2	-7.345325499E-2
2.866768787E0	9.998034255E2	-6.684846474E-2
2.886769204E0	1.000097844E3	3.326359878E-2
2.906769620E0	1.000347398E3	1.180744118E-1
2.926770037E0	1.000626803E3	2.129795041E-1
2.946770454E0	1.000804182E3	2.732022461E-1
2.966770870E0	1.000933503E3	3.170951741E-1
2.986771287E0	1.001164989E3	3.956353472E-1
3.006771704E0	1.001356332E3	4.605283287E-1
3.026772120E0	1.001669073E3	5.665392053E-1
3.046772537E0	1.001713974E3	5.817541639E-1
3.066772954E0	1.001691614E3	5.741774326E-1
3.086773371E0	1.001665728E3	5.654058453E-1
3.106773787E0	1.000998654E3	3.392036833E-1
3.126774204E0	9.994679937E2	-1.809784140E-1
3.146774621E0	9.980725648E2	-6.565935160E-1
3.166775037E0	9.972869442E2	-9.249484067E-1
3.186775454E0	9.978076396E2	-7.470403014E-1
3.206775871E0	9.982675943E2	-5.900401298E-1
3.226776287E0	9.987756655E2	-4.167840226E-1
3.246776704E0	9.990179117E2	-3.342382893E-1
3.266777121E0	9.989675600E2	-3.513923978E-1
3.286777537E0	9.989877451E2	-3.445153940E-1
3.306777954E0	9.989434961E2	-3.595912422E-1
3.326778371E0	9.988849220E2	-3.795497526E-1
3.346778787E0	9.988961878E2	-3.757108614E-1
3.366779204E0	9.988236714E2	-4.004227414E-1
3.382025344E0	9.989167782E2	-3.686947831E-1
3.402025761E0	9.988992922E2	-3.746530313E-1
3.422026177E0	9.988369444E2	-3.958993642E-1
3.442026594E0	9.987640907E2	-4.207291546E-1
3.462027011E0	9.987376159E2	-4.297531221E-1
3.482027427E0	9.986710231E2	-4.524534301E-1
3.502027844E0	9.986123764E2	-4.724475975E-1
3.522028261E0	9.985659216E2	-4.882868867E-1
3.542028677E0	9.985282349E2	-5.011376892E-1
3.562029094E0	9.984986335E2	-5.112321506E-1
3.582029511E0	9.984854043E2	-5.157436925E-1
3.602029927E0	9.984886866E2	-5.146243146E-1
3.622030344E0	9.984550723E2	-5.260881729E-1
3.642030761E0	9.985451947E2	-4.953544455E-1
3.662031177E0	9.986655218E2	-4.543288824E-1
3.682031594E0	9.987958128E2	-4.099172555E-1
3.702032011E0	9.991292929E2	-2.962983923E-1
3.722032427E0	9.995344314E2	-1.583670471E-1
3.742032844E0	1.000527950E3	1.794083808E-1
3.762033261E0	1.001607873E3	5.457992918E-1
3.782033678E0	1.002026058E3	6.874668834E-1
3.802034094E0	1.002183595E3	7.408046089E-1
3.822034511E0	1.001639370E3	5.564734298E-1
3.842034928E0	1.001433759E3	4.867802519E-1
3.862035344E0	1.000965601E3	3.279875980E-1
3.882035761E0	1.000578551E3	1.965935197E-1
3.902036178E0	1.000294666E3	1.001568602E-1
3.922036594E0	1.000084733E3	2.880661133E-2
3.942037011E0	9.998860132E2	-3.875994107E-2
3.962037428E0	9.998350417E2	-5.609507736E-2
3.982037844E0	9.996548356E2	-1.173964265E-1
4.002038261E0	9.996076171E2	-1.334625394E-1
4.022038678E0	9.992724755E2	-2.475384271E-1
4.042039094E0	9.985640970E2	-4.889090572E-1
4.062039511E0	9.982604339E2	-5.924831402E-1
4.080650228E0	9.978870399E2	-7.199276146E-1
4.100650645E0	9.977428610E2	-7.691633655E-1
4.120651061E0	9.976991943E2	-7.840779542E-1
4.140651478E0	9.978978902E2	-7.162229166E-1
4.160651895E0	9.981654468E2	-6.248944902E-1
4.180652311E0	9.982988988E2	-5.793599714E-1
4.200652728E0	9.984979772E2	-5.114559657E-1
4.220653145E0	9.986449429E2	-4.613445610E-1
4.240653561E0	9.989345014E2	-3.626559318E-1
4.260653978E0	9.989231316E2	-3.665299496E-1
4.280654395E0	9.990851267E2	-3.113417633E-1
4.300654811E0	9.992080365E2	-2.694810225E-1
4.320655228E0	9.992947941E2	-2.399392101E-1
4.340655645E0	9.994181030E2	-1.979601700E-1
4.360656061E0	9.994939656E2	-1.721388143E-1
4.380656478E0	9.993959258E2	-2.055093796E-1
4.400656895E0	9.994965748E2	-1.712507926E-1
4.420657311E0	9.995378629E2	-1.571992582E-1
4.440657728E0	9.994914340E2	-1.730004114E-1
4.460658145E0	9.994854830E2	-1.750258420E-1
4.480658562E0	9.994742038E2	-1.788647388E-1
4.500658978E0	9.995499664E2	-1.530803255E-1
4.520659395E0	9.996884992E2	-1.059432830E-1
4.540659812E0	9.999593695E2	-1.381491475E-2
4.560660228E0	1.000473294E3	1.608438824E-1
4.580660645E0	1.000908958E3	3.087649743E-1
4.600661062E0	1.001324199E3	4.496321240E-1
4.620661478E0	1.001532487E3	5.202482291E-1
4.640661895E0	1.001610609E3	5.467265336E-1
4.660662312E0	1.001530233E3	5.194844273E-1
4.680662728E0	1.001735982E3	5.892111630E-1
4.700663145E0	1.001799784E3	6.108272505E-1
4.720663562E0	1.001909456E3	6.479776014E-1
4.740663978E0	1.002140889E3	7.263471198E-1
4.760664395E0	1.001997778E3	6.778903814E-1
4.782332997E0	1.001896473E3	6.435804208E-1
4.802333414E0	1.001603812E3	5.444230086E-1
4.822333830E0	1.000049204E3	1.672854172E-2
4.842334247E0	9.995982100E2	-1.366635174E-1
4.862334664E0	9.997459510E2	-8.639860384E-2
4.882335080E0	9.993973444E2	-2.050264804E-1
4.902335497E0	9.991786994E2	-2.794717213E-1
4.922335914E0	9.991080905E2	-3.035199466E-1
4.942336330E0	9.990535265E2	-3.221058552E-1
4.962336747E0	9.990694969E2	-3.166657250E-1
4.982337164E0	9.991400924E2	-2.926202268E-1
5.002337580E0	9.991140760E2	-3.014812401E-1
5.022337997E0	9.990653863E2	-3.180659139E-1
5.042338414E0	9.992706522E2	-2.481592511E-1
5.062338830E0	9.991661883E2	-2.837325444E-1
5.082339247E0	9.991172226E2	-3.004095171E-1
5.102339664E0	9.990676953E2	-3.172793991E-1
5.122340080E0	9.989958940E2	-3.417391662E-1
5.142340497E0	9.990631015E2	-3.188442193E-1
5.162340914E0	9.990295684E2	-3.302672405E-1
5.182341331E0	9.989341425E2	-3.627782251E-1
5.202341747E0	9.988811293E2	-3.808421523E-1
5.222342164E0	9.988956529E2	-3.758931145E-1
5.242342581E0	9.988303218E2	-3.981563113E-1
5.262342997E0	9.987827816E2	-4.143586094E-1
5.282343414E0	9.987869019E2	-4.129543190E-1
5.302343831E0	9.987576981E2	-4.229080146E-1
5.322344247E0	9.988012757E2	-4.080553957E-1
5.342344664E0	9.988761552E2	-3.825371598E-1
5.362345081E0	9.989358415E2	-3.621993117E-1
5.382345497E0	9.990728494E2	-3.155237265E-1
5.402345914E0	9.991878515E2	-2.763549224E-1
5.422346331E0	9.994611560E2	-1.833057466E-1
5.442346747E0	1.000181225E3	6.160529716E-2
5.462347164E0	1.001040689E3	3.534663164E-1
5.484130535E0	1.001964283E3	6.665470594E-1
5.504130952E0	1.002179153E3	7.393009697E-1
5.524131368E0	1.002030688E3	6.890345848E-1
5.544131785E0	1.001821162E3	6.180693661E-1
5.564132202E0	1.001405472E3	4.771896387E-1
5.584132618E0	1.001204989E3	4.092030333E-1
5.604133035E0	1.000894351E3	3.038076888E-1
5.624133452E0	1.000522155E3	1.774400810E-1
5.644133868E0	1.000326958E3	1.111293293E-1
5.664134285E0	1.000128692E3	4.374951405E-2
5.684134702E0	1.000008389E3	2.852216637E-3
5.704135118E0	1.000005844E3	1.986949310E-3
5.724135535E0	9.999815733E2	-6.265184018E-3
5.744135952E0	9.998340761E2	-5.642350261E-2
5.764136368E0	9.996135306E2	-1.314504100E-1
5.784136785E0	9.992117589E2	-2.682133751E-1
5.804137202E0	9.986734672E2	-4.516202304E-1
5.824137618E0	9.982625020E2	-5.917775279E-1
5.844138035E0	9.980276652E2	-6.719190882E-1
5.864138452E0	9.980100015E2	-6.779486131E-1
5.884138869E0	9.979965933E2	-6.825256471E-1
5.904139285E0	9.982563350E2	-5.938816475E-1
5.924139702E0	9.983877519E2	-5.490495471E-1
5.944140119E0	9.984857539E2	-5.156244394E-1
5.964140535E0	9.985205364E2	-5.037629340E-1
5.984140952E0	9.985996163E2	-4.767981476E-1
6.004141369E0	9.987528059E2	-4.245755169E-1
6.024141785E0	9.987389974E2	-4.292822101E-1
6.044142202E0	9.988133005E2	-4.039571893E-1
6.064142619E0	9.989448076E2	-3.591443792E-1
6.084143035E0	9.993439390E2	-2.232071807E-1
6.104143452E0	9.991116111E2	-3.023208099E-1
6.124143869E0	9.990836677E2	-3.118387384E-1
6.144144285E0	9.991735873E2	-2.812127105E-1
6.164144702E0	9.992274752E2	-2.628614913E-1
6.187746034E0	9.994399135E2	-1.905361172E-1
6.207746451E0	9.995606024E2	-1.494608577E-1
6.227746867E0	9.999964137E2	-1.219330405E-3
6.247747284E0	1.000485250E3	1.649048156E-1
6.267747701E0	1.000954820E3	3.243290535E-1
6.287748117E0	1.001436367E3	4.876641557E-1
6.307748534E0	1.001695088E3	5.753545705E-1
6.327748951E0	1.001835276E3	6.228507522E-1
6.347749367E0	1.001922167E3	6.522831228E-1
6.367749784E0	1.002021974E3	6.860837476E-1
6.387750201E0	1.002160318E3	7.329248273E-1
6.407750617E0	1.002185485E3	7.414445477E-1
6.427751034E0	1.002017402E3	6.845355518E-1
6.447751451E0	1.001976432E3	6.706614347E-1
6.467751867E0	1.001876837E3	6.369291755E-1
6.487752284E0	1.001652912E3	5.610627801E-1
6.507752701E0	1.001193396E3	4.052708256E-1
6.527753117E0	1.000940560E3	3.194897563E-1
6.547753534E0	1.000499578E3	1.697718009E-1
6.567753951E0	1.000588796E3	2.000726976E-1
6.587754368E0	1.000200786E3	6.825354133E-2
6.607754784E0	9.995769299E2	-1.439047149E-1
6.627755201E0	9.993189752E2	-2.317062228E-1
6.647755618E0	9.993346357E2	-2.263744682E-1
6.667756034E0	9.993226115E2	-2.304682086E-1
6.687756451E0	9.995518101E2	-1.524528770E-1
6.707756868E0	9.995045759E2	-1.685277015E-1
6.727757284E0	9.995541920E2	-1.516423191E-1
6.747757701E0	9.994713258E2	-1.798443189E-1
6.767758118E0	9.994695461E2	-1.804500416E-1
6.787758534E0	9.994452789E2	-1.887098511E-1
6.807758951E0	9.995001307E2	-1.700405631E-1
6.827759368E0	9.994304069E2	-1.937720419E-1
6.847759784E0	9.994836115E2	-1.756628103E-1
6.867760201E0	9.994223568E2	-1.965122143E-1
6.880291111E0	9.994295649E2	-1.940586362E-1
6.900291528E0	9.993624575E2	-2.169027194E-1
6.920291944E0	9.993086250E2	-2.352301182E-1
6.940292361E0	9.993144530E2	-2.332458787E-1
6.960292778E0	9.992639411E2	-2.504443651E-1
6.980293194E0	9.992205360E2	-2.652244788E-1
7.000293611E0	9.992125664E2	-2.679384140E-1
7.020294028E0	9.992459228E2	-2.565797322E-1
7.040294444E0	9.992176569E2	-2.662049097E-1
7.060294861E0	9.992370409E2	-2.596041776E-1
7.080295278E0	9.993840648E2	-2.095470306E-1
7.100295694E0	9.995066676E2	-1.678158060E-1
7.120296111E0	9.997932922E2	-7.029518644E-2
7.140296528E0	1.000212067E3	7.208765510E-2
7.160296944E0	1.000703830E3	2.391337241E-1
7.180297361E0	1.001609163E3	5.462363063E-1
7.200297778E0	1.002200612E3	7.465650421E-1
7.220298194E0	1.001915258E3	6.499428115E-1
7.240298611E0	1.001669183E3	5.665763568E-1
7.260299028E0	1.001379539E3	4.683969642E-1
7.280299445E0	1.001178070E3	4.000724449E-1
7.300299861E0	1.000971997E3	3.301578996E-1
7.320300278E0	1.000819209E3	2.783030083E-1
7.340300695E0	1.000521304E3	1.771508723E-1
7.360301111E0	1.000378563E3	1.286626554E-1
7.380301528E0	1.000305438E3	1.038171118E-1
7.400301945E0	1.000206678E3	7.025584373E-2
7.420302361E0	1.000151571E3	5.152637973E-2
7.440302778E0	1.000244887E3	8.324128792E-2
7.460303195E0	1.000264997E3	9.007504763E-2
7.480303611E0	1.000197472E3	6.712708347E-2
7.500304028E0	1.000074730E3	2.540644653E-2
7.520304445E0	9.997890808E2	-7.172766517E-2
7.540304861E0	9.994146746E2	-1.991271746E-1
7.560305278E0	9.989644928E2	-3.524373972E-1
7.582658495E0	9.987117892E2	-4.385566187E-1
7.602658912E0	9.985642269E2	-4.888647678E-1
7.622659328E0	9.984897749E2	-5.142531744E-1
7.642659745E0	9.985439816E2	-4.957680877E-1
7.662660162E0	9.985999252E2	-4.766928374E-1
7.682660578E0	9.986346002E2	-4.648706546E-1
7.702660995E0	9.986780927E2	-4.500433813E-1
7.722661412E0	9.986813598E2	-4.489296420E-1
7.742661828E0	9.987216570E2	-4.351929393E-1
7.762662245E0	9.988419094E2	-3.942073335E-1
7.782662662E0	9.989865103E2	-3.449361003E-1
7.802663078E0	9.990537072E2	-3.220442906E-1
7.822663495E0	9.991295768E2	-2.962017062E-1
7.842663912E0	9.992467905E2	-2.562842641E-1
7.862664328E0	9.995019874E2	-1.694086647E-1
7.882664745E0	9.997893534E2	-7.163494900E-2
7.902665162E0	1.000197406E3	6.710475104E-2
7.922665578E0	1.000712321E3	2.420167300E-1
7.942665995E0	1.001073149E3	3.644794315E-1
7.962666412E0	1.001352978E3	4.593909406E-1
7.982666829E0	1.001570958E3	5.332878987E-1
8.002667245E0	1.001799385E3	6.106919800E-1
8.022667662E0	1.002021600E3	6.859571493E-1
8.042668079E0	1.002310155E3	7.836423255E-1
8.062668495E0	1.002371974E3	8.045628393E-1
8.082668912E0	1.002368002E3	8.032187453E-1
8.102669329E0	1.002149377E3	7.292209662E-1
8.122669745E0	1.002026683E3	6.876785266E-1
8.142670162E0	1.001844217E3	6.258795498E-1
8.162670579E0	1.001457403E3	4.947958276E-1
8.182670995E0	1.001185257E3	4.025103824E-1
8.202671412E0	1.000993077E3	3.373112471E-1
8.222671829E0	1.000490695E3	1.667544076E-1
8.242672245E0	1.000984587E3	3.344304213E-1
8.262672662E0	1.000936486E3	3.181072214E-1
8.280148879E0	1.000502329E3	1.707062209E-1
8.300149296E0	9.999642934E2	-1.214067190E-2
8.320149712E0	9.996413648E2	-1.219797051E-1
8.340150129E0	9.995609180E2	-1.493534483E-1
8.360150546E0	9.997246832E2	-9.363347638E-2
8.380150962E0	9.997179808E2	-9.591358131E-2
8.400151379E0	9.997377472E2	-8.918935432E-2
8.420151796E0	9.997617830E2	-8.101306480E-2
8.440152212E0	9.998818168E2	-4.018702897E-2
8.460152629E0	9.998787992E2	-4.121325226E-2
8.480153046E0	9.999647269E2	-1.199326343E-2
8.500153462E0	1.000046287E3	1.573700538E-2
8.520153879E0	1.000051986E3	1.767448094E-2
8.540154296E0	9.999526861E2	-1.608750064E-2
8.560154712E0	9.999101627E2	-3.054741767E-2
8.580155129E0	9.998937970E2	-3.611286201E-2
8.600155546E0	9.998782326E2	-4.140594738E-2
8.620155962E0	9.998768975E2	-4.186001688E-2
8.640156379E0	9.998189604E2	-6.156460886E-2
8.660156796E0	9.998232778E2	-6.009615368E-2
8.680157213E0	9.998269160E2	-5.885873744E-2
8.700157629E0	9.997910291E2	-7.106495859E-2
8.720158046E0	9.997660216E2	-7.957127323E-2
8.740158463E0	9.997385510E2	-8.891591432E-2
8.760158879E0	9.997809492E2	-7.449359186E-2
8.780159296E0	9.998513656E2	-5.054320404E-2
8.800159713E0	1.000026649E3	9.060440402E-3
8.820160129E0	1.000323908E3	1.100931496E-1
8.840160546E0	1.000619149E3	2.103803405E-1
8.860160963E0	1.000811154E3	2.755689431E-1
8.880161379E0	1.001368082E3	4.645122255E-1
8.900161796E0	1.001626291E3	5.520411195E-1
8.920162213E0	1.001771479E3	6.012376505E-1
8.940162629E0	1.001021199E3	3.468534252E-1
8.960163046E0	1.000591087E3	2.008508142E-1
8.983476071E0	1.000506199E3	1.720206151E-1
9.003476488E0	1.000497912E3	1.692058504E-1
9.023476904E0	1.000430700E3	1.463750888E-1
9.043477321E0	1.000389952E3	1.325320820E-1
9.063477738E0	1.000129234E3	4.393402366E-2
9.083478154E0	1.000145210E3	4.936420161E-2
9.103478571E0	1.000123671E3	4.204303549E-2
9.123478988E0	1.000166717E3	5.667444192E-2
9.143479404E0	1.000325759E3	1.107218858E-1
9.163479821E0	1.000137744E3	4.682662971E-2
9.183480238E0	1.000219100E3	7.447765736E-2
9.203480654E0	1.000422148E3	1.434696248E-1
9.223481071E0	1.000494001E3	1.678774900E-1
9.243481488E0	1.000457858E3	1.556005265E-1
9.263481904E0	1.000456432E3	1.551161639E-1
9.283482321E0	1.000324994E3	1.104622098E-1
9.303482738E0	1.000184191E3	6.261346790E-2
9.323483154E0	9.998169873E2	-6.223569644E-2
9.343483571E0	9.996973630E2	-1.029277318E-1
9.363483988E0	9.995394435E2	-1.566613518E-1
9.383484405E0	9.994492892E2	-1.873448403E-1
9.403484821E0	9.993363015E2	-2.258073702E-1
9.423485238E0	9.994284999E2	-1.944211480E-1
9.443485655E0	9.994048835E2	-2.024600809E-1
9.463486071E0	9.995776162E2	-1.436711922E-1
9.483486488E0	9.996683015E2	-1.128149027E-1
9.503486905E0	9.998000765E2	-6.798759901E-2
9.523487321E0	9.999404748E2	-2.023978237E-2
9.543487738E0	1.000212964E3	7.239220730E-2
9.563488155E0	1.000539565E3	1.833532353E-1
9.583488571E0	1.000755513E3	2.566805681E-1
9.603488988E0	1.001048013E3	3.559512539E-1
9.623489405E0	1.001330974E3	4.519295731E-1
9.643489821E0	1.001571913E3	5.336116967E-1
9.663490238E0	1.001635711E3	5.552334732E-1
9.684906916E0	1.001741985E3	5.912448009E-1
9.704907333E0	1.001987249E3	6.743245175E-1
9.724907749E0	1.002152358E3	7.302300443E-1
9.744908166E0	1.002348742E3	7.967009374E-1
9.764908583E0	1.002337980E3	7.930589686E-1
9.784908999E0	1.002083437E3	7.068956685E-1
9.804909416E0	1.002030298E3	6.889025829E-1
9.824909833E0	1.001672547E3	5.677163361E-1
9.844910249E0	1.001440818E3	4.891733140E-1
9.864910666E0	1.001096584E3	3.724300283E-1
9.884911083E0	1.000592989E3	2.014966481E-1
9.904911499E0	1.000185876E3	6.318598974E-2
9.924911916E0	9.999976308E2	-8.055410724E-4
9.944912333E0	1.000120404E3	4.093232261E-2
9.964912749E0	1.001537124E3	5.218199871E-1
9.984913166E0	1.000858047E3	2.914857563E-1
1.000491358E1	1.000199960E3	6.797270472E-2
1.002491400E1	9.999659230E2	-1.158656874E-2
1.004491442E1	1.000001584E3	5.385750595E-4
1.006491483E1	1.000020444E3	6.950676256E-3
1.008491525E1	1.000011791E3	4.008951673E-3
1.010491567E1	1.000037635E3	1.279534124E-2
1.012491608E1	1.000237507E3	8.073332783E-2
1.014491650E1	1.000276763E3	9.407349405E-2
1.016491692E1	1.000385168E3	1.309067104E-1
1.018491733E1	1.000469767E3	1.596456947E-1
1.020491775E1	1.000529020E3	1.797718089E-1
1.022491817E1	1.000483177E3	1.642007813E-1
1.024491858E1	1.000498384E3	1.693661793E-1
1.026491900E1	1.000483995E3	1.644786427E-1
1.028491942E1	1.000431205E3	1.465465341E-1
1.030491983E1	1.000428550E3	1.456445951E-1
1.032492025E1	1.000455561E3	1.548201178E-1
1.034492067E1	1.000401942E3	1.366054199E-1
1.036492108E1	1.000412259E3	1.401102928E-1
1.038003165E1	1.000386242E3	1.312714685E-1
1.040003206E1	1.000377039E3	1.281449661E-1
1.042003248E1	1.000323770E3	1.100461497E-1
1.044003290E1	1.000345419E3	1.174019875E-1
1.046003331E1	1.000409953E3	1.393268535E-1
1.048003373E1	1.000475368E3	1.615484246E-1
1.050003415E1	1.000586130E3	1.991674984E-1
1.052003456E1	1.000762180E3	2.589438076E-1
1.054003498E1	1.001005463E3	3.415139542E-1
1.056003540E1	1.001220254E3	4.143807357E-1
1.058003581E1	1.001507768E3	5.118693367E-1
1.060003623E1	1.001820489E3	6.178415768E-1
1.062003665E1	1.001441454E3	4.893890654E-1
1.064003706E1	1.000998661E3	3.392060301E-1
1.066003748E1	1.000178284E3	6.060591204E-2
1.068003790E1	9.999664140E2	-1.141963422E-2
1.070003831E1	9.996923624E2	-1.046289637E-1
1.072003873E1	9.997687876E2	-7.863039818E-2
1.074003915E1	9.996495928E2	-1.191802027E-1
1.076003956E1	9.997047720E2	-1.004071480E-1
1.078003998E1	9.996066067E2	-1.338063542E-1
1.080004040E1	9.997447191E2	-8.681767546E-2
1.082004081E1	9.998195458E2	-6.136548668E-2
1.084004123E1	9.999221741E2	-2.646287596E-2
1.086004165E1	1.000010328E3	3.511593479E-3
1.088004206E1	1.000079178E3	2.691845566E-2
1.090004248E1	1.000119944E3	4.077616876E-2
1.092004290E1	1.000188410E3	6.404747811E-2
1.094004331E1	1.000234007E3	7.954384513E-2
1.096004373E1	1.000394553E3	1.340951915E-1
1.098004415E1	1.000460793E3	1.565975754E-1
1.100004456E1	1.000594212E3	2.019122686E-1
1.102004498E1	1.000671144E3	2.280358125E-1
1.104004540E1	1.000676898E3	2.299896146E-1
1.106004581E1	1.000669060E3	2.273282324E-1
1.108371915E1	1.000610276E3	2.073672241E-1
1.110371956E1	1.000573897E3	1.950129143E-1
1.112371998E1	1.000609080E3	2.069612706E-1
1.114372040E1	1.000561949E3	1.909554034E-1
1.116372081E1	1.000707297E3	2.403108652E-1
1.118372123E1	1.000732456E3	2.488528185E-1
1.120372165E1	1.000918532E3	3.120143664E-1
1.122372206E1	1.000966444E3	3.282736620E-1
1.124372248E1	1.001123727E3	3.816383337E-1
1.126372290E1	1.001241216E3	4.214903328E-1
1.128372331E1	1.001402187E3	4.760760953E-1
1.130372373E1	1.001490545E3	5.060311999E-1
1.132372415E1	1.001559843E3	5.295205264E-1
1.134372456E1	1.001653587E3	5.612912838E-1
1.136372498E1	1.001719147E3	5.835069214E-1
1.138372540E1	1.001817292E3	6.167583927E-1
1.140372581E1	1.001902659E3	6.456754433E-1
1.142372623E1	1.001889613E3	6.412568011E-1
1.144372665E1	1.002057471E3	6.981038678E-1
1.146372706E1	1.001934826E3	6.565706058E-1
1.148372748E1	1.001832345E3	6.218578715E-1
1.150372790E1	1.001569860E3	5.329159455E-1
1.152372831E1	1.001256397E3	4.266388524E-1
1.154372873E1	1.000839812E3	2.852965102E-1
1.156372915E1	1.000711362E3	2.416911928E-1
1.158372956E1	1.000135449E3	4.604638983E-2
1.160372998E1	9.998492624E2	-5.125850574E-2
1.162373040E1	9.996274021E2	-1.267305148E-1
1.164373081E1	9.994526209E2	-1.862108172E-1
1.166373123E1	9.994564950E2	-1.848921803E-1
1.168373165E1	9.993100371E2	-2.347493687E-1
1.170373206E1	9.998671248E2	-4.518358046E-2
1.172373248E1	1.000325189E3	1.105281659E-1
1.174373290E1	1.000621533E3	2.111900811E-1
1.176373331E1	1.000654948E3	2.225366154E-1
1.178187634E1	1.000484658E3	1.647037318E-1
1.180187675E1	1.000762518E3	2.590587397E-1
1.182187717E1	1.000684105E3	2.324367663E-1
1.184187759E1	1.000847707E3	2.879761061E-1
1.186187800E1	1.000797276E3	2.708578395E-1
1.188187842E1	1.000934774E3	3.175264151E-1
1.190187884E1	1.000783197E3	2.660785593E-1
1.192187925E1	1.000818033E3	2.779039799E-1
1.194187967E1	1.000812702E3	2.760942467E-1
1.196188009E1	1.000826640E3	2.808255335E-1
1.198188050E1	1.000897075E3	3.047319829E-1
1.200188092E1	1.000851576E3	2.892895377E-1
1.202188134E1	1.000769353E3	2.613790761E-1
1.204188175E1	1.000755444E3	2.566571393E-1
1.206188217E1	1.000755040E3	2.565198435E-1
1.208188259E1	1.000704458E3	2.393470175E-1
1.210188300E1	1.000705505E3	2.397026507E-1
1.212188342E1	1.000727007E3	2.470028288E-1
1.214188384E1	1.000668685E3	2.272009907E-1
1.216188425E1	1.000736564E3	2.502474356E-1
1.218188467E1	1.000718912E3	2.442545367E-1
