"Time (s)"	"Frequency (Hz)"	"Speed (m/s)"
2.121337657E0	1.002684369E3	9.102419330E-1
2.136337969E0	1.003050518E3	1.034021927E0
2.151338282E0	1.003360626E3	1.138785772E0
2.166338594E0	1.003356182E3	1.137284923E0
2.181338907E0	1.003282196E3	1.112295997E0
2.196339219E0	1.003036187E3	1.029178802E0
2.211339532E0	1.002511311E3	8.517068663E-1
2.226339844E0	1.002120057E3	7.192944854E-1
2.241340157E0	1.001713313E3	5.815300371E-1
2.256340469E0	1.000942834E3	3.202616313E-1
2.271340782E0	1.000831788E3	2.825729544E-1
2.286341094E0	1.000753562E3	2.560182416E-1
2.301341407E0	1.001686518E3	5.724507247E-1
2.316341719E0	1.001820231E3	6.177540027E-1
2.331342032E0	1.001004486E3	3.411826934E-1
2.346342344E0	1.001341114E3	4.553681661E-1
2.361342657E0	1.001298905E3	4.410548816E-1
2.376342969E0	1.002036864E3	6.911260647E-1
2.391343282E0	1.001302688E3	4.423375504E-1
2.406343594E0	1.000495079E3	1.682436212E-1
2.421343907E0	1.000592655E3	2.013831858E-1
2.436344219E0	1.000514096E3	1.747026858E-1
2.451344532E0	1.000601061E3	2.042379540E-1
2.466344844E0	1.000908433E3	3.085867833E-1
2.481345157E0	1.000975999E3	3.315161444E-1
2.496345469E0	1.001088395E3	3.696520923E-1
2.511345782E0	1.001365556E3	4.636560090E-1
2.526346094E0	1.001470172E3	4.991245809E-1
2.541346407E0	1.001405788E3	4.772968267E-1
2.565337498E0	1.001485330E3	5.042633021E-1
2.580337811E0	1.001618582E3	5.494284785E-1
2.595338123E0	1.001732394E3	5.879953834E-1
2.610338436E0	1.001732990E3	5.881972022E-1
2.625338748E0	1.001763569E3	5.985577646E-1
2.640339061E0	1.001771439E3	6.012242298E-1
2.655339373E0	1.001750242E3	5.940424757E-1
2.670339686E0	1.001748942E3	5.936019589E-1
2.685339998E0	1.001607056E3	5.455222748E-1
2.700340311E0	1.001577442E3	5.354854256E-1
2.715340623E0	1.001615581E3	5.484115491E-1
2.730340936E0	1.001499539E3	5.090799392E-1
2.745341248E0	1.001356928E3	4.607302054E-1
2.760341561E0	1.001367660E3	4.643693010E-1
2.775341873E0	1.001204630E3	4.090815240E-1
2.790342186E0	1.001122883E3	3.813519628E-1
2.805342498E0	1.000988155E3	3.356411413E-1
2.820342811E0	1.000892110E3	3.030468803E-1
2.835343123E0	1.000805664E3	2.737052645E-1
2.850343436E0	1.000797929E3	2.710794406E-1
2.865343748E0	1.000649041E3	2.205306525E-1
2.880344061E0	1.000598638E3	2.034152687E-1
2.895344373E0	1.000622818E3	2.116264133E-1
2.910344686E0	1.000633439E3	2.152328957E-1
2.925344998E0	1.000579081E3	1.967736897E-1
2.940345311E0	1.000937650E3	3.185023170E-1
2.955345623E0	1.001124539E3	3.819136173E-1
2.970345936E0	1.002051031E3	6.959231780E-1
2.985346248E0	1.001563607E3	5.307963132E-1
3.000346561E0	1.000473241E3	1.608257419E-1
3.015346873E0	9.997295160E2	-9.198942936E-2
3.030347186E0	9.991155103E2	-3.009927315E-1
3.045347498E0	9.986369308E2	-4.640761085E-1
3.060347811E0	9.979727257E2	-6.906734319E-1
3.075348123E0	9.981888947E2	-6.168930505E-1
3.090348436E0	9.983538424E2	-5.606164497E-1
3.105348748E0	9.984435069E2	-5.300326370E-1
3.120349061E0	9.985014172E2	-5.102828668E-1
3.135349373E0	9.986963047E2	-4.438350108E-1
3.150349686E0	9.985999344E2	-4.766897057E-1
3.165349998E0	9.987983929E2	-4.090379015E-1
3.180350311E0	9.989158140E2	-3.690233273E-1
3.195350623E0	9.989103358E2	-3.708899670E-1
3.210350936E0	9.989872147E2	-3.446961147E-1
3.225351248E0	9.993983391E2	-2.046878584E-1
3.240351561E0	9.993556007E2	-2.192370513E-1
3.265906536E0	9.997083821E2	-9.917899847E-2
3.280906849E0	9.998483545E2	-5.156729948E-2
3.295907161E0	9.997575104E2	-8.246646543E-2
3.310907474E0	9.997380687E2	-8.907996483E-2
3.325907786E0	9.997354329E2	-8.997661942E-2
3.340908099E0	9.995495652E2	-1.532168300E-1
3.355908411E0	9.994441655E2	-1.890888181E-1
3.370908724E0	9.991356084E2	-2.941474146E-1
3.385909036E0	9.988032380E2	-4.073866229E-1
3.400909349E0	9.985132175E2	-5.062587621E-1
3.415909661E0	9.982991142E2	-5.792864681E-1
3.430909974E0	9.981957853E2	-6.145417585E-1
3.445910286E0	9.981183619E2	-6.409630105E-1
3.460910599E0	9.981846838E2	-6.183299597E-1
3.475910911E0	9.980380035E2	-6.683901787E-1
3.490911224E0	9.982319011E2	-6.022183941E-1
3.505911536E0	9.981625432E2	-6.258853526E-1
3.520911849E0	9.982358551E2	-6.008692750E-1
3.535912161E0	9.982957950E2	-5.804188501E-1
3.550912474E0	9.982788334E2	-5.862056089E-1
3.565912786E0	9.983155996E2	-5.736624117E-1
3.580913099E0	9.983966732E2	-5.460065301E-1
3.595913411E0	9.985410121E2	-4.967806763E-1
3.610913724E0	9.985899844E2	-4.800822306E-1
3.625914036E0	9.986931256E2	-4.449187344E-1
3.640914349E0	9.988664218E2	-3.858539680E-1
3.655914661E0	9.990019242E2	-3.396848085E-1
3.670914974E0	9.992347250E2	-2.603927686E-1
3.685915286E0	9.994486262E2	-1.875705142E-1
3.700915599E0	9.997110668E2	-9.826566367E-2
3.715915911E0	9.999608963E2	-1.329578848E-2
3.730916224E0	1.000283239E3	9.627385113E-2
3.745916536E0	1.000539167E3	1.832181416E-1
3.760916849E0	1.000807617E3	2.743683568E-1
3.775917161E0	1.000887807E3	3.015865724E-1
3.790917474E0	1.001119307E3	3.801390005E-1
3.805917786E0	1.001225028E3	4.159997983E-1
3.820918099E0	1.001812500E3	6.151349630E-1
3.835918411E0	1.002399517E3	8.138826954E-1
3.850918724E0	1.002789013E3	9.456269643E-1
3.865919036E0	1.003462211E3	1.173090220E0
3.880919349E0	1.003642457E3	1.233940894E0
3.895919661E0	1.003478271E3	1.178513019E0
3.910919974E0	1.003097357E3	1.049849725E0
3.925920286E0	1.002180716E3	7.398300853E-1
3.940920599E0	1.001713813E3	5.816995084E-1
3.966326651E0	1.000935840E3	3.178880577E-1
3.981326964E0	1.001130643E3	3.839844243E-1
3.996327276E0	1.001917970E3	6.508615674E-1
4.011327589E0	1.002814791E3	9.543425571E-1
4.026327901E0	1.004688075E3	1.586507959E0
4.041328214E0	1.003328835E3	1.128048657E0
4.056328526E0	1.001552179E3	5.269228621E-1
4.071328839E0	1.001730667E3	5.874102955E-1
4.086329151E0	1.001861748E3	6.318181179E-1
4.101329464E0	1.001682374E3	5.710465723E-1
4.116329776E0	1.000924709E3	3.141106719E-1
4.131330089E0	1.000658105E3	2.236085085E-1
4.146330401E0	1.000750672E3	2.550370119E-1
4.161330714E0	1.000500590E3	1.701153148E-1
4.176331026E0	1.000645229E3	2.192363535E-1
4.191331339E0	1.000904274E3	3.071754959E-1
4.206331651E0	1.001229218E3	4.174209485E-1
4.221331964E0	1.001452833E3	4.932466309E-1
4.236332276E0	1.001681243E3	5.706631885E-1
4.251332589E0	1.001746177E3	5.926651304E-1
4.266332901E0	1.001981016E3	6.722138261E-1
4.281333214E0	1.002050995E3	6.959111121E-1
4.296333526E0	1.002017057E3	6.844187331E-1
4.311333839E0	1.002055574E3	6.974613202E-1
4.326334151E0	1.002050924E3	6.958870174E-1
4.341334464E0	1.002036728E3	6.910799930E-1
4.356334776E0	1.002007756E3	6.812692966E-1
4.371335089E0	1.001970301E3	6.685851483E-1
4.386335401E0	1.001904195E3	6.461957541E-1
4.401335714E0	1.001904582E3	6.463270591E-1
4.416336026E0	1.001845527E3	6.263234326E-1
4.431336339E0	1.001828792E3	6.206541833E-1
4.446336651E0	1.001794803E3	6.091396830E-1
4.461336964E0	1.001743490E3	5.917549252E-1
4.476337276E0	1.001616191E3	5.486182236E-1
4.491337589E0	1.001598709E3	5.426935619E-1
4.506337901E0	1.001479674E3	5.023458143E-1
4.521338214E0	1.001256308E3	4.266086535E-1
4.536338526E0	1.001148505E3	3.900437710E-1
4.551338839E0	1.000866723E3	2.944307538E-1
4.566339151E0	1.000614817E3	2.089094945E-1
4.581339464E0	1.000534309E3	1.815682069E-1
4.596339776E0	1.000300965E3	1.022972341E-1
4.611340089E0	1.000275655E3	9.369679424E-2
4.626340401E0	1.000343658E3	1.168034585E-1
4.641340714E0	1.000336657E3	1.144248981E-1
4.669346996E0	1.001088199E3	3.695855120E-1
4.684347309E0	1.001295974E3	4.400609259E-1
4.699347621E0	1.002036077E3	6.908597060E-1
4.714347934E0	1.001480847E3	5.027433922E-1
4.729348246E0	1.000837674E3	2.845706993E-1
4.744348559E0	9.999795777E2	-6.943725658E-3
4.759348871E0	9.989098331E2	-3.710612534E-1
4.774349184E0	9.984359417E2	-5.326128497E-1
4.789349496E0	9.982037813E2	-6.118133007E-1
4.804349809E0	9.982590923E2	-5.929408691E-1
4.819350121E0	9.981281033E2	-6.376384578E-1
4.834350434E0	9.979892555E2	-6.850305575E-1
4.849350746E0	9.979086183E2	-7.125600295E-1
4.864351059E0	9.980696207E2	-6.575983820E-1
4.879351371E0	9.982687668E2	-5.896400836E-1
4.894351684E0	9.985295079E2	-5.007036018E-1
4.909351996E0	9.986580166E2	-4.568875073E-1
4.924352309E0	9.987475167E2	-4.263783608E-1
4.939352621E0	9.989446317E2	-3.592043108E-1
4.954352934E0	9.990923182E2	-3.088921732E-1
4.969353246E0	9.992746510E2	-2.467976675E-1
4.984353559E0	9.994717588E2	-1.796969291E-1
4.999353871E0	9.995749918E2	-1.445642378E-1
5.014354184E0	9.996184683E2	-1.297702855E-1
5.029354496E0	1.000091152E3	3.098872955E-2
5.044354809E0	1.000456535E3	1.551510648E-1
5.059355121E0	1.000480074E3	1.631469711E-1
5.074355434E0	1.000522990E3	1.777236350E-1
5.089355746E0	1.000522024E3	1.773956962E-1
5.104356059E0	1.000247420E3	8.410208819E-2
5.119356371E0	1.000001704E3	5.792341751E-4
5.134356684E0	9.998270338E2	-5.881867361E-2
5.149356996E0	9.996010198E2	-1.357074074E-1
5.164357309E0	9.993753339E2	-2.125192348E-1
5.179357621E0	9.990635804E2	-3.186810859E-1
5.194357934E0	9.990419860E2	-3.260370987E-1
5.209358246E0	9.989735142E2	-3.493637858E-1
5.224358559E0	9.989409182E2	-3.604695941E-1
5.239358871E0	9.989107235E2	-3.707578605E-1
5.254359184E0	9.989984431E2	-3.408707500E-1
5.269359496E0	9.990698100E2	-3.165590710E-1
5.284359809E0	9.991525244E2	-2.883860983E-1
5.299360121E0	9.993165623E2	-2.325277498E-1
5.314360434E0	9.994764567E2	-1.780979606E-1
5.329360746E0	9.995325927E2	-1.589927896E-1
5.344361059E0	9.998334896E2	-5.662296381E-2
5.361979265E0	1.000141485E3	4.809818750E-2
5.376979578E0	1.000377983E3	1.284656173E-1
5.391979890E0	1.000598945E3	2.035195605E-1
5.406980203E0	1.000826649E3	2.808284757E-1
5.421980515E0	1.001036903E3	3.521819312E-1
5.436980828E0	1.001127817E3	3.830258474E-1
5.451981140E0	1.001274494E3	4.327763111E-1
5.466981453E0	1.001331176E3	4.519980766E-1
5.481981765E0	1.001467714E3	4.982914743E-1
5.496982078E0	1.001686322E3	5.723841395E-1
5.511982390E0	1.001971318E3	6.689294302E-1
5.526982703E0	1.002323570E3	7.881823144E-1
5.541983015E0	1.002991216E3	1.013980342E0
5.556983328E0	1.003304654E3	1.119881595E0
5.571983640E0	1.003747838E3	1.269507043E0
5.586983953E0	1.003750593E3	1.270436600E0
5.601984265E0	1.002956855E3	1.002367000E0
5.616984578E0	1.002214842E3	7.513819783E-1
5.631984890E0	1.001576655E3	5.352188345E-1
5.646985203E0	1.001192979E3	4.051293980E-1
5.661985515E0	1.001371392E3	4.656347041E-1
5.676985828E0	1.001634638E3	5.548700571E-1
5.691986140E0	1.001990332E3	6.753686022E-1
5.706986453E0	1.002401814E3	8.146599397E-1
5.721986765E0	1.003350768E3	1.135456516E0
5.736987078E0	1.005450375E3	1.843081870E0
5.751987390E0	1.004123480E3	1.396225973E0
5.766987703E0	1.001701026E3	5.773667208E-1
5.781988015E0	1.001810546E3	6.144731417E-1
5.796988328E0	1.001816177E3	6.163807764E-1
5.811988640E0	1.001456244E3	4.944029170E-1
5.826988953E0	1.001432892E3	4.864863516E-1
5.841989265E0	1.000774666E3	2.631826048E-1
5.856989578E0	1.000911830E3	3.097396496E-1
5.871989890E0	1.000951567E3	3.232252999E-1
5.886990203E0	1.000829134E3	2.816721531E-1
5.901990515E0	1.001106374E3	3.757513247E-1
5.916990828E0	1.001423206E3	4.832024038E-1
5.931991140E0	1.001544390E3	5.242830214E-1
5.946991453E0	1.001805969E3	6.129223919E-1
5.961991765E0	1.001964983E3	6.667839938E-1
5.976992078E0	1.002080603E3	7.059362468E-1
5.991992390E0	1.002213504E3	7.509293152E-1
6.006992703E0	1.002161510E3	7.333281430E-1
6.021993015E0	1.002120681E3	7.195056568E-1
6.036993328E0	1.002090663E3	7.093424947E-1
6.064762380E0	1.002032134E3	6.895243312E-1
6.079762693E0	1.001964779E3	6.667149565E-1
6.094763005E0	1.001917849E3	6.508206042E-1
6.109763318E0	1.001894173E3	6.428013931E-1
6.124763630E0	1.001870804E3	6.348856487E-1
6.139763943E0	1.001763496E3	5.985331731E-1
6.154764255E0	1.001700014E3	5.770237346E-1
6.169764568E0	1.001703166E3	5.780920113E-1
6.184764880E0	1.001586705E3	5.386250405E-1
6.199765193E0	1.001494213E3	5.072744781E-1
6.214765505E0	1.001463527E3	4.968720871E-1
6.229765818E0	1.001170709E3	3.975754467E-1
6.244766130E0	1.001011271E3	3.434847718E-1
6.259766443E0	1.000825352E3	2.803883944E-1
6.274766755E0	1.000548681E3	1.864492767E-1
6.289767068E0	1.000388490E3	1.320354246E-1
6.304767380E0	1.000294446E3	1.000820183E-1
6.319767693E0	1.000190247E3	6.467180479E-2
6.334768005E0	1.000200046E3	6.800212240E-2
6.349768318E0	1.000384697E3	1.307465748E-1
6.364768630E0	1.000560674E3	1.905222226E-1
6.379768943E0	1.001230993E3	4.180231165E-1
6.394769255E0	1.001639793E3	5.566169300E-1
6.409769568E0	1.001572090E3	5.336717779E-1
6.424769880E0	1.001751403E3	5.944359095E-1
6.439770193E0	1.001111612E3	3.775284476E-1
6.454770505E0	1.000180370E3	6.131465221E-2
6.469770818E0	9.987674731E2	-4.195762815E-1
6.484771130E0	9.983238446E2	-5.708496677E-1
6.499771443E0	9.985941383E2	-4.786659240E-1
6.514771755E0	9.984983207E2	-5.113388266E-1
6.529772068E0	9.982301028E2	-6.028320092E-1
6.544772380E0	9.979939604E2	-6.834244374E-1
6.559772693E0	9.975560924E2	-8.329642823E-1
6.574773005E0	9.974688957E2	-8.627591830E-1
6.589773318E0	9.976229881E2	-8.101096986E-1
6.604773630E0	9.977277372E2	-7.743288286E-1
6.619773943E0	9.980375186E2	-6.685556879E-1
6.634774255E0	9.981149732E2	-6.421195403E-1
6.649774568E0	9.983856100E2	-5.497801482E-1
6.664774880E0	9.986537043E2	-4.583576370E-1
6.679775193E0	9.988329848E2	-3.972487581E-1
6.694775505E0	9.989108591E2	-3.707116657E-1
6.709775818E0	9.992791819E2	-2.452549439E-1
6.724776130E0	9.994785913E2	-1.773714284E-1
6.739776443E0	9.998430546E2	-5.336980080E-2
6.766717879E0	1.000454962E3	1.546166525E-1
6.781718192E0	1.000657783E3	2.234991669E-1
6.796718504E0	1.000931951E3	3.165681791E-1
6.811718817E0	1.000946633E3	3.215507438E-1
6.826719129E0	1.000997891E3	3.389448283E-1
6.841719442E0	1.000986223E3	3.349854969E-1
6.856719754E0	1.000923095E3	3.135628941E-1
6.871720067E0	1.000830593E3	2.821671510E-1
6.886720379E0	1.000794628E3	2.699588553E-1
6.901720692E0	1.000763682E3	2.594537919E-1
6.916721004E0	1.000718365E3	2.440688960E-1
6.931721317E0	1.000679121E3	2.307442906E-1
6.946721629E0	1.000639324E3	2.172312736E-1
6.961721942E0	1.000646179E3	2.195589845E-1
6.976722254E0	1.000702572E3	2.387067546E-1
6.991722567E0	1.000767632E3	2.607947622E-1
7.006722879E0	1.000799895E3	2.717469645E-1
7.021723192E0	1.000886591E3	3.011738997E-1
7.036723504E0	1.001003712E3	3.409199958E-1
7.051723817E0	1.001106165E3	3.756806175E-1
7.066724129E0	1.001206590E3	4.097462318E-1
7.081724442E0	1.001273166E3	4.323260297E-1
7.096724754E0	1.001402246E3	4.760960540E-1
7.111725067E0	1.001419316E3	4.818836256E-1
7.126725379E0	1.001464085E3	4.970611175E-1
7.141725692E0	1.001617372E3	5.490184814E-1
7.156726004E0	1.001646822E3	5.589988676E-1
7.171726317E0	1.001764627E3	5.989161731E-1
7.186726629E0	1.002001023E3	6.789891208E-1
7.201726942E0	1.002103993E3	7.138556322E-1
7.216727254E0	1.002306749E3	7.824896210E-1
7.231727567E0	1.002801759E3	9.499364327E-1
7.246727879E0	1.002737274E3	9.281324933E-1
7.261728192E0	1.002852563E3	9.671125129E-1
7.276728504E0	1.003077621E3	1.043180485E0
7.291728817E0	1.002744762E3	9.306645033E-1
7.306729129E0	1.002086396E3	7.078975158E-1
7.321729442E0	1.002058709E3	6.985228892E-1
7.336729754E0	1.001045302E3	3.550315840E-1
7.351730067E0	1.001144739E3	3.887660805E-1
7.366730379E0	1.001372047E3	4.658569494E-1
7.381730692E0	1.001858815E3	6.308245797E-1
7.396731004E0	1.002007519E3	6.811890964E-1
7.411731317E0	1.001855822E3	6.298105858E-1
7.426731629E0	1.001868185E3	6.339985458E-1
7.441731942E0	1.002222354E3	7.539249032E-1
7.465651686E0	1.005021637E3	1.698825625E0
7.480651999E0	1.003617094E3	1.225379784E0
7.495652311E0	1.001907425E3	6.472898812E-1
7.510652624E0	1.001662589E3	5.643419323E-1
7.525652936E0	1.001365935E3	4.637843233E-1
7.540653249E0	1.001785825E3	6.060980388E-1
7.555653561E0	1.001334230E3	4.530336351E-1
7.570653874E0	1.001026199E3	3.485498190E-1
7.585654186E0	1.001226684E3	4.165617178E-1
7.600654499E0	1.001179179E3	4.004487699E-1
7.615654811E0	1.001297818E3	4.406861542E-1
7.630655124E0	1.001597005E3	5.421159310E-1
7.645655436E0	1.001646021E3	5.587272976E-1
7.660655749E0	1.001892517E3	6.422401641E-1
7.675656061E0	1.002038485E3	6.916750256E-1
7.690656374E0	1.002046400E3	6.943550943E-1
7.705656686E0	1.002079038E3	7.054063801E-1
7.720656999E0	1.002084364E3	7.072096274E-1
7.735657311E0	1.001950887E3	6.620101784E-1
7.750657624E0	1.001908520E3	6.476607225E-1
7.765657936E0	1.001896457E3	6.435748889E-1
7.780658249E0	1.001814623E3	6.158544342E-1
7.795658561E0	1.001743340E3	5.917041756E-1
7.810658874E0	1.001734612E3	5.887468412E-1
7.825659186E0	1.001592018E3	5.404257926E-1
7.840659499E0	1.001578676E3	5.359037964E-1
7.855659811E0	1.001517855E3	5.152885360E-1
7.870660124E0	1.001461993E3	4.963518232E-1
7.885660436E0	1.001442096E3	4.896064516E-1
7.900660749E0	1.001351283E3	4.588162118E-1
7.915661061E0	1.001244813E3	4.227100748E-1
7.930661374E0	1.001187869E3	4.033964379E-1
7.945661686E0	1.001155112E3	3.922847982E-1
7.960661999E0	1.000843007E3	2.863810627E-1
7.975662311E0	1.000635499E3	2.159325409E-1
7.990662624E0	1.000553057E3	1.879352780E-1
8.005662936E0	1.000443685E3	1.507859721E-1
8.020663249E0	1.000402376E3	1.367527673E-1
8.035663561E0	1.000512295E3	1.740912665E-1
8.050663874E0	1.000476851E3	1.620522018E-1
8.065664186E0	1.000758185E3	2.575875050E-1
8.080664499E0	1.001004378E3	3.411459053E-1
8.095664811E0	1.001582060E3	5.370506883E-1
8.110665124E0	1.001926827E3	6.538613247E-1
8.125665436E0	1.001819654E3	6.175585716E-1
8.140665749E0	1.001829167E3	6.207813310E-1
8.165982763E0	1.000466784E3	1.586323575E-1
8.180983076E0	9.991003834E2	-3.061450450E-1
8.195983388E0	9.984907794E2	-5.139106076E-1
8.210983701E0	9.988187483E2	-4.021005641E-1
8.225984013E0	9.988866941E2	-3.789458927E-1
8.240984326E0	9.986567264E2	-4.573273300E-1
8.255984638E0	9.985437578E2	-4.958444281E-1
8.270984951E0	9.980602610E2	-6.607930302E-1
8.285985263E0	9.974100128E2	-8.828822866E-1
8.300985576E0	9.972592101E2	-9.344296343E-1
8.315985888E0	9.972997859E2	-9.205585126E-1
8.330986201E0	9.972825095E2	-9.264644162E-1
8.345986513E0	9.974761997E2	-8.602632486E-1
8.360986826E0	9.974581402E2	-8.664346852E-1
8.375987138E0	9.978364056E2	-7.372171324E-1
8.390987451E0	9.981568262E2	-6.278363159E-1
8.405987763E0	9.984401882E2	-5.311645224E-1
8.420988076E0	9.986445479E2	-4.614792427E-1
8.435988388E0	9.990206049E2	-3.333207906E-1
8.450988701E0	9.992171484E2	-2.663780895E-1
8.465989013E0	9.997288140E2	-9.222826257E-2
8.480989326E0	1.000043444E3	1.477033455E-2
8.495989638E0	1.000289474E3	9.839268785E-2
8.510989951E0	1.000344848E3	1.172080540E-1
8.525990263E0	1.000643322E3	2.185888568E-1
8.540990576E0	1.000593453E3	2.016543418E-1
8.555990888E0	1.000788330E3	2.678211263E-1
8.570991201E0	1.000838476E3	2.848430008E-1
8.585991513E0	1.000902342E3	3.065198069E-1
8.600991826E0	1.000946088E3	3.213657743E-1
8.615992138E0	1.001072044E3	3.641045542E-1
8.630992451E0	1.001157124E3	3.929675387E-1
8.645992763E0	1.001257864E3	4.271364532E-1
8.660993076E0	1.001239019E3	4.207452653E-1
8.675993388E0	1.001309029E3	4.444880964E-1
8.690993701E0	1.001389275E3	4.716982777E-1
8.705994013E0	1.001381674E3	4.691209232E-1
8.720994326E0	1.001496328E3	5.079914982E-1
8.735994638E0	1.001487676E3	5.050584234E-1
8.750994951E0	1.001508239E3	5.120291530E-1
8.765995263E0	1.001456659E3	4.945435144E-1
8.780995576E0	1.001497852E3	5.085079159E-1
8.795995888E0	1.001511901E3	5.132703888E-1
8.810996201E0	1.001523656E3	5.172548067E-1
8.825996513E0	1.001637874E3	5.559664982E-1
8.840996826E0	1.001666268E3	5.655887527E-1
8.866999262E0	1.001900156E3	6.448276456E-1
8.881999575E0	1.002044300E3	6.936441099E-1
8.896999887E0	1.002110408E3	7.160274909E-1
8.912000200E0	1.002240106E3	7.599335516E-1
8.927000512E0	1.002243224E3	7.609889756E-1
8.942000825E0	1.002459271E3	8.341010066E-1
8.957001137E0	1.002368493E3	8.033847177E-1
8.972001450E0	1.002496354E3	8.466467434E-1
8.987001762E0	1.002271359E3	7.705120446E-1
9.002002075E0	1.001563830E3	5.308718963E-1
9.017002387E0	1.001119737E3	3.802848730E-1
9.032002700E0	1.000676575E3	2.298798017E-1
9.047003012E0	1.001040813E3	3.535084008E-1
9.062003325E0	1.001261889E3	4.285016108E-1
9.077003637E0	1.001817042E3	6.166738971E-1
9.092003950E0	1.001807368E3	6.133963495E-1
9.107004262E0	1.001649280E3	5.598319031E-1
9.122004575E0	1.001546382E3	5.249581658E-1
9.137004887E0	1.001217465E3	4.134348393E-1
9.152005200E0	1.001657699E3	5.626847851E-1
9.167005512E0	1.002059868E3	6.989153309E-1
9.182005825E0	1.003564903E3	1.207761473E0
9.197006137E0	1.003958617E3	1.340622650E0
9.212006450E0	1.002235165E3	7.582612819E-1
9.227006762E0	1.001658342E3	5.629026829E-1
9.242007075E0	1.001702942E3	5.780160035E-1
9.257007387E0	1.001652002E3	5.607541792E-1
9.272007700E0	1.001690814E3	5.739064595E-1
9.287008012E0	1.001487676E3	5.050585152E-1
9.302008325E0	1.001479141E3	5.021651779E-1
9.317008637E0	1.001666939E3	5.658159801E-1
9.332008950E0	1.001546548E3	5.250144703E-1
9.347009262E0	1.001584860E3	5.379996471E-1
9.362009575E0	1.001702049E3	5.777131959E-1
9.377009887E0	1.001654717E3	5.616743237E-1
9.392010200E0	1.001785819E3	6.060961267E-1
9.407010512E0	1.001795798E3	6.094767405E-1
9.422010825E0	1.001763728E3	5.986117395E-1
9.437011137E0	1.001620919E3	5.502205351E-1
9.452011450E0	1.001606126E3	5.452070862E-1
9.467011762E0	1.001383646E3	4.697894974E-1
9.482012075E0	1.001336951E3	4.539563440E-1
9.497012387E0	1.001389757E3	4.718615347E-1
9.512012700E0	1.001245378E3	4.229018411E-1
9.527013012E0	1.001208054E3	4.102427725E-1
9.542013325E0	1.001190229E3	4.041966370E-1
9.563515070E0	1.001166714E3	3.962205946E-1
9.578515383E0	1.001093260E3	3.713024290E-1
9.593515695E0	1.001011321E3	3.435017520E-1
9.608516008E0	1.001037142E3	3.522628190E-1
9.623516320E0	1.000994906E3	3.379317126E-1
