"Time (s)"	"Frequency (Hz)"	"Speed (m/s)"
1.653590698E0	1.001419076E3	4.818020389E-1
1.663590906E0	1.001522463E3	5.168505773E-1
1.673591114E0	1.002217527E3	7.522910931E-1
1.683591323E0	1.002240083E3	7.599259017E-1
1.693591531E0	1.002512655E3	8.521613483E-1
1.703591739E0	1.002544987E3	8.630989927E-1
1.713591948E0	1.002669689E3	9.052773589E-1
1.723592156E0	1.002830337E3	9.595987229E-1
1.733592364E0	1.003135875E3	1.062864478E0
1.743592573E0	1.003196308E3	1.083282248E0
1.753592781E0	1.003018822E3	1.023310371E0
1.763592989E0	1.002706310E3	9.176618726E-1
1.773593198E0	1.001129766E3	3.836870694E-1
1.783593406E0	1.000692200E3	2.351852600E-1
1.995722690E0	9.998426521E2	-5.350669564E-2
2.005722898E0	9.994956189E2	-1.715761060E-1
2.015723107E0	9.989804406E2	-3.470039948E-1
2.025723315E0	9.990971388E2	-3.072502190E-1
2.035723523E0	9.989051449E2	-3.726587305E-1
2.045723732E0	9.989741290E2	-3.491543440E-1
2.055723940E0	9.991747123E2	-2.808295792E-1
2.065724148E0	9.991101071E2	-3.028330719E-1
2.075724357E0	9.990732365E2	-3.153918894E-1
2.085724565E0	9.988679089E2	-3.853472344E-1
2.095724773E0	1.002603038E3	8.827349604E-1
2.105724982E0	1.002656367E3	9.007721335E-1
2.115725190E0	1.002757424E3	9.349460984E-1
2.125725398E0	1.003119500E3	1.057331636E0
2.135725607E0	1.003222898E3	1.092265039E0
2.145725815E0	1.003102686E3	1.051650426E0
2.155726023E0	1.002466954E3	8.367001142E-1
2.165726232E0	1.001970367E3	6.686074735E-1
2.175726440E0	9.958146917E2	-1.428985562E0
2.185726648E0	9.971646153E2	-9.667719660E-1
2.195726857E0	9.987504105E2	-4.253919988E-1
2.205727065E0	9.982693446E2	-5.894429641E-1
2.215727273E0	9.971033425E2	-9.877246381E-1
2.225727482E0	9.973489794E2	-9.037428422E-1
2.235727690E0	9.966552853E2	-1.141019375E0
2.245727898E0	9.966434341E2	-1.145075930E0
2.255728107E0	9.957970374E2	-1.435038691E0
2.265728315E0	9.957246396E2	-1.459863990E0
2.275728523E0	9.967866495E2	-1.096061183E0
2.285728732E0	9.982655963E2	-5.907218064E-1
2.295728940E0	9.989548065E2	-3.557376125E-1
2.305729148E0	1.000035016E3	1.190510793E-2
2.315729357E0	1.001408511E3	4.782201452E-1
2.325729565E0	1.001798585E3	6.104209618E-1
2.335729773E0	1.001769131E3	6.004424187E-1
2.345729982E0	1.001464057E3	4.970518018E-1
2.355730190E0	1.000658419E3	2.237151409E-1
2.365730398E0	1.000336922E3	1.145148370E-1
2.375730607E0	9.997456269E2	-8.650885888E-2
2.385730815E0	9.996055771E2	-1.341567108E-1
2.395731024E0	1.000717567E3	2.437979819E-1
2.405731232E0	1.001124445E3	3.818818950E-1
2.415731440E0	1.001915804E3	6.501279912E-1
2.425731649E0	1.001937040E3	6.573204103E-1
2.435731857E0	1.001221432E3	4.147803913E-1
2.445732065E0	1.000925095E3	3.142416486E-1
2.455732274E0	9.999302970E2	-2.370067063E-2
2.465732482E0	9.996282488E2	-1.264424133E-1
2.475732690E0	9.991353927E2	-2.942208606E-1
2.485732899E0	9.991526035E2	-2.883591515E-1
2.495733107E0	9.994153321E2	-1.989033759E-1
2.505733315E0	9.993299190E2	-2.279802908E-1
2.515733524E0	9.989838168E2	-3.458537519E-1
2.525733732E0	9.989723085E2	-3.497745825E-1
2.535733940E0	9.985242789E2	-5.024867092E-1
2.545734149E0	9.985504621E2	-4.935583331E-1
2.555734357E0	9.983797625E2	-5.517747530E-1
2.565734565E0	9.983672565E2	-5.560406629E-1
2.575734774E0	9.982264188E2	-6.040890222E-1
2.585734982E0	9.982536022E2	-5.948140361E-1
2.595735190E0	9.987811253E2	-4.149231486E-1
2.605735399E0	9.987796384E2	-4.154299349E-1
2.615735607E0	9.983504043E2	-5.617892605E-1
2.625735815E0	9.983592240E2	-5.587806770E-1
2.635736024E0	9.983465411E2	-5.631071149E-1
2.645736232E0	9.984129495E2	-5.404548950E-1
2.655736440E0	9.981991055E2	-6.134088208E-1
2.665736649E0	9.983487164E2	-5.623650592E-1
2.675736857E0	9.983646852E2	-5.569177698E-1
2.685737065E0	9.982975441E2	-5.798221259E-1
2.695737274E0	9.982646192E2	-5.910551645E-1
2.705737482E0	9.983534909E2	-5.607363497E-1
2.715737690E0	9.986832261E2	-4.482934110E-1
2.725737899E0	9.986272749E2	-4.673681012E-1
2.735738107E0	9.992233983E2	-2.642497848E-1
2.745738315E0	9.993854266E2	-2.090834556E-1
2.755738524E0	9.997970099E2	-6.903065549E-2
2.765738732E0	9.997582135E2	-8.222729393E-2
2.775738940E0	9.997497949E2	-8.509104058E-2
2.785739149E0	9.996048412E2	-1.344071069E-1
2.791066882E0	9.993383947E2	-2.250947405E-1
2.801067090E0	9.993555969E2	-2.192383425E-1
2.811067299E0	9.990709076E2	-3.161851800E-1
2.821067507E0	9.986477755E2	-4.603788695E-1
2.831067715E0	9.989860654E2	-3.450876712E-1
2.841067924E0	9.986452631E2	-4.612353907E-1
2.851068132E0	9.983392996E2	-5.655773740E-1
2.861068340E0	9.983753547E2	-5.532782667E-1
2.871068549E0	9.980084353E2	-6.784832358E-1
2.881068757E0	9.978076391E2	-7.470404756E-1
2.891068965E0	9.984330535E2	-5.335979129E-1
2.901069174E0	9.985019232E2	-5.101102827E-1
2.911069382E0	9.988928851E2	-3.768362590E-1
2.921069590E0	9.989391085E2	-3.610861737E-1
2.931069799E0	9.997211426E2	-9.483795979E-2
2.941070007E0	9.998381407E2	-5.504108674E-2
2.951070215E0	9.996930764E2	-1.043860629E-1
2.961070424E0	9.996355464E2	-1.239593887E-1
2.971070632E0	9.967916382E2	-1.094354087E0
2.981070840E0	9.966186982E2	-1.153543106E0
2.991071049E0	9.976932395E2	-7.861119300E-1
3.001071257E0	9.975412524E2	-8.380346910E-1
3.011071465E0	9.972929779E2	-9.228857740E-1
3.021071674E0	9.973725431E2	-8.956887152E-1
3.031071882E0	9.973323661E2	-9.094215128E-1
3.041072090E0	9.970793345E2	-9.959350767E-1
3.051072299E0	9.963511803E2	-1.245141985E0
3.061072507E0	9.962212559E2	-1.289646240E0
3.071072715E0	9.960987985E2	-1.331603367E0
3.081072924E0	9.962750916E2	-1.271203964E0
3.091073132E0	9.962399116E2	-1.283255197E0
3.101073340E0	9.960846494E2	-1.336451897E0
3.111073549E0	9.965976858E2	-1.160736004E0
3.121073757E0	9.969173504E2	-1.051341788E0
3.131073965E0	9.978824736E2	-7.214867515E-1
3.141074174E0	9.980456157E2	-6.657918877E-1
3.151074382E0	9.990754696E2	-3.146312322E-1
3.161074590E0	9.992889221E2	-2.419385229E-1
3.171074799E0	9.999166456E2	-2.834287019E-2
3.181075007E0	9.999261486E2	-2.511133297E-2
3.191075216E0	9.972846720E2	-9.257251618E-1
3.201075424E0	9.975376853E2	-8.392534963E-1
3.211075632E0	9.986084713E2	-4.737790507E-1
3.221075841E0	9.986790426E2	-4.497195837E-1
3.231076049E0	9.995145275E2	-1.651408063E-1
3.241076257E0	9.995242322E2	-1.618380645E-1
3.251076466E0	1.000171503E3	5.830091486E-2
3.261076674E0	1.000536941E3	1.824618568E-1
3.271076882E0	1.001417629E3	4.813114699E-1
3.281077091E0	1.001729592E3	5.870459779E-1
3.291077299E0	1.000722781E3	2.455681303E-1
3.301077507E0	1.000974344E3	3.309543984E-1
3.311077716E0	1.002336975E3	7.927190269E-1
3.321077924E0	1.002520313E3	8.547521732E-1
3.331078132E0	1.002694064E3	9.135206991E-1
3.341078341E0	1.002751790E3	9.330411198E-1
3.351078549E0	1.002792408E3	9.467748207E-1
3.361078757E0	1.002856014E3	9.682794496E-1
3.371078966E0	1.002913528E3	9.877216171E-1
3.381079174E0	1.002913948E3	9.878636182E-1
3.391079382E0	1.001934637E3	6.565066272E-1
3.401079591E0	1.002090675E3	7.093463478E-1
3.411079799E0	1.002540342E3	8.615275393E-1
3.421080007E0	1.002667181E3	9.044291351E-1
3.431080216E0	1.002858329E3	9.690618415E-1
3.441080424E0	1.002714196E3	9.203287494E-1
3.451080632E0	1.002786634E3	9.448226116E-1
3.461080841E0	1.002867243E3	9.720754327E-1
3.471081049E0	1.002886299E3	9.785172872E-1
3.481081257E0	1.003061928E3	1.037877549E0
3.491081466E0	1.003014802E3	1.021951720E0
3.501081674E0	1.003157433E3	1.070148246E0
3.511081882E0	1.003044335E3	1.031932414E0
3.521082091E0	1.003076750E3	1.042886406E0
3.531082299E0	1.002846254E3	9.649798781E-1
3.541082507E0	1.002896048E3	9.818128787E-1
3.551082716E0	1.002188194E3	7.423615929E-1
3.561082924E0	1.002076851E3	7.046660046E-1
3.571083132E0	1.001920273E3	6.516416186E-1
3.581083341E0	1.001728587E3	5.867054034E-1
3.553350189E0	1.001729943E3	5.871649556E-1
3.563350397E0	1.001663610E3	5.646881443E-1
3.573350606E0	1.001784735E3	6.057287057E-1
3.583350814E0	1.001600307E3	5.432351019E-1
3.593351022E0	1.001546235E3	5.249081608E-1
3.603351231E0	1.001363328E3	4.629004090E-1
3.613351439E0	1.001059025E3	3.596875190E-1
3.623351647E0	1.000871575E3	2.960773865E-1
3.633351856E0	1.000374829E3	1.273942175E-1
3.643352064E0	9.999570702E2	-1.459675758E-2
3.653352272E0	9.995108959E2	-1.663767696E-1
3.663352481E0	9.990110089E2	-3.365898489E-1
3.673352689E0	9.988489110E2	-3.918212692E-1
3.683352897E0	9.985499573E2	-4.937304645E-1
3.693353106E0	9.988234679E2	-4.004921149E-1
3.703353314E0	9.988757795E2	-3.826651785E-1
3.713353522E0	9.990429579E2	-3.257060270E-1
3.723353731E0	9.992025483E2	-2.713499797E-1
3.733353939E0	9.990563764E2	-3.211350590E-1
3.743354147E0	9.991191331E2	-2.997587858E-1
3.753354356E0	1.003110525E3	1.054298943E0
3.763354564E0	1.003069778E3	1.040530182E0
3.773354772E0	1.003078512E3	1.043481693E0
3.783354981E0	1.003069884E3	1.040566162E0
3.793355189E0	1.002627948E3	8.911603934E-1
3.803355397E0	1.002370730E3	8.041416718E-1
3.813355606E0	1.001887813E3	6.406470397E-1
3.823355814E0	1.001857541E3	6.303929324E-1
3.833356022E0	9.984834043E2	-5.164257471E-1
3.843356231E0	9.978615265E2	-7.286391751E-1
3.853356439E0	9.989616224E2	-3.534153729E-1
3.863356647E0	9.990579894E2	-3.205856009E-1
3.873356856E0	9.989534753E2	-3.561911742E-1
3.883357064E0	9.987206426E2	-4.355387359E-1
3.893357272E0	9.985593175E2	-4.905387623E-1
3.903357481E0	9.986875994E2	-4.468025844E-1
3.913357689E0	9.979056497E2	-7.135735828E-1
3.923357897E0	9.973339703E2	-9.088731646E-1
3.933358106E0	9.964868669E2	-1.198676352E0
3.943358314E0	9.977401548E2	-7.700876358E-1
3.953358523E0	9.964654709E2	-1.206002548E0
3.963358731E0	9.966542854E2	-1.141361646E0
3.973358939E0	9.987017065E2	-4.419936172E-1
3.983359148E0	9.995220706E2	-1.625736926E-1
3.993359356E0	1.001022390E3	3.472577264E-1
4.003359564E0	1.001004775E3	3.412805034E-1
4.013359773E0	1.000507239E3	1.723738962E-1
4.023359981E0	1.000142761E3	4.853174993E-2
4.033360189E0	9.992046629E2	-2.706298574E-1
4.043360398E0	9.990214592E2	-3.330297470E-1
4.053360606E0	1.000228110E3	7.753965126E-2
4.063360814E0	1.000674854E3	2.292955243E-1
4.073361023E0	1.000951631E3	3.232469219E-1
4.083361231E0	1.000648572E3	2.203714018E-1
4.093361439E0	9.997947369E2	-6.980376787E-2
4.103361648E0	9.995548799E2	-1.514082425E-1
4.113361856E0	9.985799105E2	-4.835170842E-1
4.123362064E0	9.984876941E2	-5.149628019E-1
4.133362273E0	9.981120122E2	-6.431300903E-1
4.143362481E0	9.980811702E2	-6.536563959E-1
4.153362689E0	9.987124306E2	-4.383380020E-1
4.163362898E0	9.987232379E2	-4.346540640E-1
4.173363106E0	9.982969035E2	-5.800406633E-1
4.183363314E0	9.982760319E2	-5.871613887E-1
4.193363523E0	9.980743924E2	-6.559697325E-1
4.203363731E0	9.977147276E2	-7.787723378E-1
4.213363939E0	9.977688771E2	-7.602780593E-1
4.223364148E0	9.976083945E2	-8.150952617E-1
4.233364356E0	9.974231951E2	-8.783770765E-1
4.243364564E0	9.975061213E2	-8.500386543E-1
4.253364773E0	9.978405202E2	-7.358121158E-1
4.263364981E0	9.976916019E2	-7.866713050E-1
4.273365189E0	9.976845310E2	-7.890865579E-1
4.283365398E0	9.975034589E2	-8.509483931E-1
4.293365606E0	9.972339962E2	-9.430497862E-1
4.303365814E0	9.974020874E2	-8.855909557E-1
4.313366023E0	9.973263315E2	-9.114843052E-1
4.323366231E0	9.972695807E2	-9.308842677E-1
4.333366439E0	9.974399440E2	-8.726530648E-1
4.343366648E0	9.973480710E2	-9.040533615E-1
4.191550497E0	9.975592882E2	-8.318723839E-1
4.201550705E0	9.975757546E2	-8.262464608E-1
4.211550914E0	9.975660265E2	-8.295701495E-1
4.221551122E0	9.978587558E2	-7.295852399E-1
4.231551330E0	9.979429805E2	-7.008282515E-1
4.241551539E0	9.982646532E2	-5.910435769E-1
4.251551747E0	9.983010843E2	-5.786143423E-1
4.261551955E0	9.987333843E2	-4.311954947E-1
4.271552164E0	9.988503481E2	-3.913315405E-1
4.281552372E0	9.991051990E2	-3.045047979E-1
4.291552580E0	9.973204363E2	-9.134994295E-1
4.301552789E0	9.973637403E2	-8.986974878E-1
4.311552997E0	9.973548940E2	-9.017211835E-1
4.321553205E0	9.973026126E2	-9.195921954E-1
4.331553414E0	9.990488316E2	-3.237051445E-1
4.341553622E0	9.989607870E2	-3.536999743E-1
4.351553830E0	9.988081843E2	-4.057008489E-1
4.361554039E0	9.992753695E2	-2.465530216E-1
4.371554247E0	9.996522686E2	-1.182698034E-1
4.381554455E0	9.993130327E2	-2.337294579E-1
4.391554664E0	9.993365436E2	-2.257249262E-1
4.401554872E0	9.992675814E2	-2.492048446E-1
4.411555080E0	9.993263097E2	-2.292091248E-1
4.421555289E0	9.989502001E2	-3.573070803E-1
4.431555497E0	9.984415145E2	-5.307121897E-1
4.441555705E0	9.987876755E2	-4.126906531E-1
4.451555914E0	9.993313621E2	-2.274889983E-1
4.461556122E0	9.994323107E2	-1.931239801E-1
4.471556330E0	9.991390238E2	-2.929841512E-1
4.481556539E0	9.989414182E2	-3.602992110E-1
4.491556747E0	9.987384641E2	-4.294639866E-1
4.501556955E0	9.987435084E2	-4.277446049E-1
4.511557164E0	9.984144463E2	-5.399443746E-1
4.521557372E0	9.984157783E2	-5.394900614E-1
4.531557580E0	9.983185224E2	-5.726652942E-1
4.541557789E0	9.978688328E2	-7.261443906E-1
4.551557997E0	9.966161035E2	-1.154431302E0
4.561558205E0	9.961431622E2	-1.316402000E0
4.571558414E0	9.959559948E2	-1.380544710E0
4.581558622E0	9.961471813E2	-1.315024904E0
4.591558831E0	9.984658477E2	-5.224132446E-1
4.601559039E0	9.984665266E2	-5.221817010E-1
4.611559247E0	9.985019213E2	-5.101109330E-1
4.621559456E0	9.984597659E2	-5.244874130E-1
4.631559664E0	9.975536982E2	-8.337822815E-1
4.641559872E0	9.969404629E2	-1.043435029E0
4.651560081E0	9.958518541E2	-1.416244393E0
4.661560289E0	9.958689443E2	-1.410385321E0
4.671560497E0	9.962192626E2	-1.290329120E0
4.681560706E0	9.966119982E2	-1.155836584E0
4.691560914E0	9.967141540E2	-1.120870639E0
4.701561122E0	9.970465302E2	-1.007154331E0
4.711561331E0	9.977514091E2	-7.662438650E-1
4.721561539E0	9.981670825E2	-6.243362932E-1
4.731561747E0	9.989793534E2	-3.473743779E-1
4.741561956E0	9.992843213E2	-2.435050425E-1
4.751562164E0	9.999983955E2	-5.455211429E-4
4.761562372E0	1.000372051E3	1.264502918E-1
4.771562581E0	1.001332338E3	4.523920742E-1
4.781562789E0	1.001349433E3	4.581887893E-1
4.974251688E0	1.001613363E3	5.476597763E-1
4.984251896E0	1.001960283E3	6.651921956E-1
4.994252105E0	1.002050127E3	6.956170814E-1
5.004252313E0	1.002228252E3	7.559214602E-1
5.014252521E0	1.002284840E3	7.750748034E-1
5.024252730E0	1.002461038E3	8.346985964E-1
5.034252938E0	1.002550014E3	8.647996324E-1
5.044253146E0	1.002715765E3	9.208591172E-1
5.054253355E0	1.002592400E3	8.791370025E-1
5.064253563E0	1.002561184E3	8.685780404E-1
5.074253771E0	1.002591153E3	8.787150319E-1
5.084253980E0	1.002754971E3	9.341166122E-1
5.094254188E0	1.002743094E3	9.301005866E-1
5.104254396E0	1.002536336E3	8.601725136E-1
5.114254605E0	1.002567938E3	8.708624649E-1
5.124254813E0	1.002348252E3	7.965351983E-1
5.134255021E0	1.002367549E3	8.030654810E-1
5.144255230E0	1.002217345E3	7.522292368E-1
5.154255438E0	1.002196257E3	7.450910969E-1
5.164255646E0	1.001906523E3	6.469843381E-1
5.174255855E0	9.972919353E2	-9.232422003E-1
5.184256063E0	9.977010520E2	-7.834434005E-1
5.194256271E0	9.983505252E2	-5.617480298E-1
5.204256480E0	9.986414462E2	-4.625366662E-1
5.214256688E0	9.995418294E2	-1.558494175E-1
5.224256896E0	9.997666410E2	-7.936056531E-2
5.234257105E0	1.000711943E3	2.418883981E-1
5.244257313E0	1.000897474E3	3.048674655E-1
5.254257521E0	1.001640538E3	5.568693225E-1
5.264257730E0	1.001495344E3	5.076579906E-1
5.274257938E0	1.001848498E3	6.273298173E-1
5.284258146E0	1.001608519E3	5.460180332E-1
5.294258355E0	1.001408307E3	4.781511148E-1
5.304258563E0	1.001269216E3	4.309864542E-1
5.314258771E0	1.000941882E3	3.199385788E-1
5.324258980E0	1.000855308E3	2.905561522E-1
5.334259188E0	1.000512114E3	1.740296618E-1
5.344259396E0	1.000372035E3	1.264447346E-1
5.354259605E0	9.995536534E2	-1.518256155E-1
5.364259813E0	9.993083127E2	-2.353364627E-1
5.374260022E0	1.001144324E3	3.886255903E-1
5.384260230E0	1.001027210E3	3.488929858E-1
5.394260438E0	1.000794668E3	2.699725913E-1
5.404260647E0	1.000712171E3	2.419659520E-1
5.414260855E0	1.000129811E3	4.413001698E-2
5.424261063E0	9.999962054E2	-1.290163834E-3
5.434261272E0	9.990809301E2	-3.127712214E-1
5.444261480E0	9.987115560E2	-4.386361197E-1
5.454261688E0	9.984173860E2	-5.389416995E-1
5.464261897E0	9.984772593E2	-5.185214017E-1
5.474262105E0	9.986500631E2	-4.595989588E-1
5.484262313E0	9.983943436E2	-5.468011447E-1
5.494262522E0	9.988858950E2	-3.792181737E-1
5.504262730E0	9.991797615E2	-2.791100438E-1
5.514262938E0	9.992764274E2	-2.461928228E-1
5.524263147E0	9.992190583E2	-2.657277023E-1
5.534263355E0	9.989864763E2	-3.449476796E-1
5.544263563E0	9.986885152E2	-4.464904029E-1
5.554263772E0	9.981981668E2	-6.137291393E-1
5.564263980E0	9.973587784E2	-9.003934711E-1
5.574264188E0	9.986084674E2	-4.737803748E-1
5.584264397E0	9.988164274E2	-4.028915492E-1
5.594264605E0	9.990274496E2	-3.309890403E-1
5.604264813E0	9.994028173E2	-2.031634554E-1
5.614265022E0	9.992613256E2	-2.513349488E-1
5.624265230E0	9.990580151E2	-3.205768409E-1
5.634265438E0	9.989688444E2	-3.509547795E-1
5.644265647E0	9.983537345E2	-5.606532608E-1
5.654265855E0	9.963207445E2	-1.255566431E0
5.664266063E0	9.960218182E2	-1.357984110E0
5.674266272E0	9.971772983E2	-9.624352476E-1
5.684266480E0	9.962867357E2	-1.267215377E0
5.694266688E0	9.959257949E2	-1.390896547E0
5.704266897E0	9.968779645E2	-1.064816476E0
5.714267105E0	9.989036360E2	-3.731728823E-1
5.724267313E0	9.991381569E2	-2.932794125E-1
5.734267522E0	9.991049333E2	-3.045953161E-1
5.744267730E0	9.991602385E2	-2.857588876E-1
5.754267938E0	9.985223656E2	-5.031391386E-1
5.764268147E0	9.985388784E2	-4.975082530E-1
5.791668380E0	9.984068808E2	-5.425248511E-1
5.801668588E0	9.981422570E2	-6.328082129E-1
5.811668797E0	9.981273691E2	-6.378890370E-1
5.821669005E0	9.979967583E2	-6.824693380E-1
5.831669213E0	9.980156729E2	-6.760126471E-1
5.841669422E0	9.978601801E2	-7.290989208E-1
5.851669630E0	9.979688351E2	-6.920016514E-1
5.861669838E0	9.977217650E2	-7.763686415E-1
5.871670047E0	9.976630988E2	-7.964075364E-1
5.881670255E0	9.976892231E2	-7.874838382E-1
5.891670463E0	9.975745886E2	-8.266448263E-1
5.901670672E0	9.976431070E2	-8.032367651E-1
5.911670880E0	9.976684520E2	-7.945789218E-1
5.921671088E0	9.975310236E2	-8.415296783E-1
5.931671297E0	9.973494809E2	-9.035714157E-1
5.941671505E0	9.974341594E2	-8.746299699E-1
5.951671713E0	9.973113985E2	-9.165888374E-1
5.961671922E0	9.973499582E2	-9.034082757E-1
5.971672130E0	9.972373799E2	-9.418929124E-1
5.981672338E0	9.971080165E2	-9.861262441E-1
5.991672547E0	9.976960599E2	-7.851485534E-1
6.001672755E0	9.983641183E2	-5.571111502E-1
6.011672963E0	9.992828021E2	-2.440223141E-1
6.021673172E0	9.994137046E2	-1.994573895E-1
6.031673380E0	9.988464526E2	-3.926590563E-1
6.041673588E0	9.987823989E2	-4.144890695E-1
6.051673797E0	9.972136634E2	-9.500014721E-1
6.061674005E0	9.972202105E2	-9.477630220E-1
6.071674213E0	9.972097322E2	-9.513455584E-1
6.081674422E0	9.970911368E2	-9.918987786E-1
6.091674630E0	9.971714024E2	-9.644512378E-1
6.101674838E0	9.971410265E2	-9.748380259E-1
6.111675047E0	9.971922925E2	-9.573083856E-1
6.121675255E0	9.972313361E2	-9.439592225E-1
6.131675463E0	9.974519009E2	-8.685668726E-1
6.141675672E0	9.975647534E2	-8.300051185E-1
6.151675880E0	9.982330342E2	-6.018317955E-1
6.161676088E0	9.984038275E2	-5.435662670E-1
6.171676297E0	9.989023980E2	-3.735947379E-1
6.181676505E0	9.988924614E2	-3.769806500E-1
6.191676714E0	9.971135807E2	-9.842234572E-1
6.201676922E0	9.971250545E2	-9.802997716E-1
6.211677130E0	9.972470514E2	-9.385863960E-1
6.221677339E0	9.973267567E2	-9.113389370E-1
6.231677547E0	9.977615373E2	-7.627847949E-1
6.241677755E0	9.979061963E2	-7.133869639E-1
6.251677964E0	9.984124661E2	-5.406197861E-1
6.261678172E0	9.985922725E2	-4.793020598E-1
6.271678380E0	9.987594166E2	-4.223222914E-1
6.281678589E0	9.985378705E2	-4.978519598E-1
6.291678797E0	9.986362749E2	-4.642997007E-1
6.301679005E0	9.986213367E2	-4.693926497E-1
6.311679214E0	9.992695869E2	-2.485219789E-1
6.321679422E0	9.997710763E2	-7.785189525E-2
6.331679630E0	9.999011627E2	-3.360800998E-2
6.341679839E0	9.998807105E2	-4.056327703E-2
6.351680047E0	9.990239383E2	-3.321852122E-1
6.361680255E0	9.990258750E2	-3.315254605E-1
6.371680464E0	9.984446119E2	-5.296557747E-1
6.381680672E0	9.984269532E2	-5.356785435E-1
6.391680880E0	9.985229368E2	-5.029443536E-1
6.401681089E0	9.989378420E2	-3.615177142E-1
6.411681297E0	1.000009056E3	3.078947220E-3
6.421681505E0	9.998952859E2	-3.560650846E-2
6.431681714E0	9.997360248E2	-8.977525233E-2
6.441681922E0	9.993795726E2	-2.110762696E-1
6.451682130E0	9.988429995E2	-3.938358505E-1
6.461682339E0	9.986214814E2	-4.693433084E-1
6.471682547E0	9.984664003E2	-5.222247792E-1
6.481682755E0	9.982243628E2	-6.047905324E-1
6.491682964E0	9.981324130E2	-6.361676931E-1
6.501683172E0	9.979663663E2	-6.928444389E-1
6.511683380E0	9.967745949E2	-1.100186265E0
6.521683589E0	9.963138582E2	-1.257925087E0
6.531683797E0	9.960270557E2	-1.356189126E0
6.541684005E0	9.960570368E2	-1.345914362E0
6.551684214E0	9.964790830E2	-1.201341588E0
6.561684422E0	9.966062507E2	-1.157804056E0
6.571684630E0	9.972589179E2	-9.345295268E-1
6.581684839E0	9.975566166E2	-8.327851810E-1
6.591369649E0	9.977669726E2	-7.609284777E-1
6.601369857E0	9.981797838E2	-6.200020373E-1
6.611370066E0	9.984468695E2	-5.288857901E-1
6.621370274E0	9.985630482E2	-4.892666582E-1
6.631370482E0	9.987654550E2	-4.202641482E-1
6.641370691E0	9.989878517E2	-3.444790739E-1
6.651370899E0	9.991487021E2	-2.896878902E-1
6.661371107E0	9.993091613E2	-2.350475490E-1
6.671371316E0	9.994468430E2	-1.881774696E-1
6.681371524E0	9.998087844E2	-6.502574672E-2
6.691371732E0	9.998565775E2	-4.877062850E-2
6.701371941E0	1.000134601E3	4.575807502E-2
6.711372149E0	9.999790013E2	-7.139699632E-3
6.721372357E0	1.000331702E3	1.127411702E-1
6.731372566E0	1.000644174E3	2.188781000E-1
6.741372774E0	1.000575691E3	1.956222052E-1
6.751372982E0	1.000744507E3	2.529439913E-1
6.761373191E0	1.000782071E3	2.656963387E-1
6.771373399E0	1.000888533E3	3.018331561E-1
6.781373607E0	1.000962565E3	3.269572295E-1
6.791373816E0	9.974987873E2	-8.525447232E-1
6.801374024E0	9.972437490E2	-9.397154354E-1
6.811374232E0	9.961842661E2	-1.302318818E0
6.821374441E0	9.961079989E2	-1.328450695E0
