"Frequency (Hz)"	"Absolute Amplitude (a.u.)"
6.914062500E3	2.344133529E-1
6.937500000E3	6.365871411E-1
6.960937500E3	6.430010279E-1
6.984375000E3	6.632567947E-1
7.007812500E3	5.226261200E-1
7.031250000E3	2.497591184E-1
7.054687500E3	1.247757518E-1
7.078125000E3	4.938330651E-1
7.101562500E3	3.057314984E-1
7.125000000E3	2.553518477E-1
7.148437500E3	1.609128596E-1
7.171875000E3	4.877935536E-1
7.195312500E3	3.454451811E-1
7.218750000E3	8.346276373E-2
7.242187500E3	1.976580960E-1
7.265625000E3	7.487895623E-1
7.289062500E3	3.782626590E-1
7.312500000E3	2.666190521E-1
7.335937500E3	3.443367132E-1
7.359375000E3	6.625830518E-1
7.382812500E3	8.604117529E-2
7.406250000E3	1.897628699E-1
7.429687500E3	3.699409537E-1
7.453125000E3	3.359728214E-1
7.476562500E3	2.817563715E-1
7.500000000E3	4.212035607E-2
7.523437500E3	2.421908087E-1
7.546875000E3	8.400390139E-2
7.570312500E3	1.061961435E-1
7.593750000E3	1.335800563E-1
7.617187500E3	6.489132011E-1
7.640625000E3	8.387108807E-2
7.664062500E3	1.591674317E-1
7.687500000E3	3.373838616E-1
7.710937500E3	4.387767466E-1
7.734375000E3	2.452095372E-1
7.757812500E3	4.073199836E-1
7.781250000E3	2.251580961E-1
7.804687500E3	5.930478148E-1
7.828125000E3	2.235269461E-1
7.851562500E3	1.158080955E-1
7.875000000E3	2.530807510E-1
7.898437500E3	8.823693467E-2
7.921875000E3	2.250470946E-1
7.945312500E3	3.042628925E-1
7.968750000E3	6.423572790E-1
7.992187500E3	2.142919396E-1
8.015625000E3	1.685765084E-1
8.039062500E3	4.067118136E-1
8.062500000E3	2.027291735E-1
8.085937500E3	2.800558724E-1
8.109375000E3	1.189205580E-1
8.132812500E3	1.169139963E-1
8.156250000E3	1.686131958E-2
8.179687500E3	3.864931021E-1
8.203125000E3	2.733171518E-1
8.226562500E3	1.511827600E-1
8.250000000E3	1.635296561E-1
8.273437500E3	2.882070776E-1
8.296875000E3	2.589294368E-1
8.320312500E3	2.614325632E-1
8.343750000E3	3.739502370E-1
8.367187500E3	3.925645431E-2
8.390625000E3	2.280825839E-1
8.414062500E3	2.702329598E-1
8.437500000E3	6.040494503E-2
8.460937500E3	1.826639547E-1
8.484375000E3	1.575644247E-1
8.507812500E3	2.060276534E-1
8.531250000E3	1.281071828E-1
8.554687500E3	4.771081053E-2
8.578125000E3	2.835194660E-1
8.601562500E3	3.584948556E-2
8.625000000E3	4.658450440E-2
8.648437500E3	1.560667822E-1
8.671875000E3	3.977541680E-1
8.695312500E3	2.662667446E-1
8.718750000E3	3.491024831E-1
8.742187500E3	1.891854042E-1
8.765625000E3	2.392594963E-1
8.789062500E3	2.734639096E-1
8.812500000E3	3.416864000E-1
8.835937500E3	2.114629125E-1
8.859375000E3	3.393290374E-1
8.882812500E3	3.433793471E-1
8.906250000E3	2.565154419E-1
8.929687500E3	1.141385718E-1
8.953125000E3	2.736424219E-2
8.976562500E3	2.979286127E-1
9.000000000E3	1.262434481E-1
9.023437500E3	1.129928937E-1
9.046875000E3	1.432620730E-1
9.070312500E3	1.329713529E-1
9.093750000E3	1.886441392E-1
9.117187500E3	5.086531100E-1
9.140625000E3	3.181261701E-1
9.164062500E3	1.161449428E-1
9.187500000E3	1.224158387E-1
9.210937500E3	4.976953425E-2
9.234375000E3	3.687553327E-1
9.257812500E3	1.172228293E-1
9.281250000E3	9.879002476E-2
9.304687500E3	1.721515276E-1
9.328125000E3	1.667978931E-1
9.351562500E3	3.616211602E-1
9.375000000E3	2.195847420E-1
9.398437500E3	2.586968231E-1
9.421875000E3	2.386871434E-1
9.445312500E3	2.421776247E-1
9.468750000E3	3.560511211E-1
9.492187500E3	4.123605373E-1
9.515625000E3	1.844059718E-1
9.539062500E3	4.124586590E-1
9.562500000E3	3.129620093E-1
9.585937500E3	2.583477473E-1
9.609375000E3	1.646005912E-1
9.632812500E3	1.179604251E-1
9.656250000E3	5.443403301E-1
9.679687500E3	3.202454020E-1
9.703125000E3	3.242276734E-1
9.726562500E3	4.042165663E-1
9.750000000E3	1.058362256E-1
9.773437500E3	7.024861528E-1
9.796875000E3	6.001747219E-2
9.820312500E3	2.142322035E-1
9.843750000E3	3.105048285E-1
9.867187500E3	5.481597354E-1
9.890625000E3	5.203509409E-1
9.914062500E3	1.651790660E-1
9.937500000E3	3.296503567E-1
9.960937500E3	2.785482548E-1
9.984375000E3	4.161766076E-1
1.000781250E4	3.117831969E-1
1.003125000E4	3.434796943E-2
1.005468750E4	1.914507801E-1
1.007812500E4	2.796355477E-1
1.010156250E4	6.345432324E-1
1.012500000E4	3.482548122E-1
1.014843750E4	8.842817332E-2
1.017187500E4	3.082391520E-1
1.019531250E4	2.304226759E-1
1.021875000E4	5.936918297E-1
1.024218750E4	3.334738610E-1
1.026562500E4	3.041256891E-1
1.028906250E4	6.372153276E-1
1.031250000E4	8.092063346E-1
1.033593750E4	1.045533766E-1
1.035937500E4	5.349681633E-1
1.038281250E4	2.901392718E-1
1.040625000E4	2.149317009E-1
1.042968750E4	8.779531854E-1
1.045312500E4	2.122057633E-1
1.047656250E4	5.017489440E-1
1.050000000E4	3.813750698E-1
1.052343750E4	4.750700244E-1
1.054687500E4	1.482623610E-1
1.057031250E4	6.116675197E-1
1.059375000E4	2.405202549E-1
1.061718750E4	1.561543165E-1
1.064062500E4	1.791850319E-1
1.066406250E4	3.758017188E-1
1.068750000E4	3.097726819E-1
1.071093750E4	2.001629561E-1
1.073437500E4	5.520042590E-1
1.075781250E4	9.063818804E-2
1.078125000E4	3.732826305E-2
1.080468750E4	3.765884658E-1
1.082812500E4	1.253530997E-1
1.085156250E4	2.132183454E-1
1.087500000E4	9.239897505E-1
1.089843750E4	3.603940827E-1
1.092187500E4	1.708461302E-1
1.094531250E4	5.428102999E-1
1.096875000E4	1.477568405E-1
1.099218750E4	4.395792915E-1
1.101562500E4	2.293533211E-1
1.103906250E4	4.743871994E-1
1.106250000E4	1.762777904E-1
1.108593750E4	3.572680713E-1
1.110937500E4	1.380711673E-1
1.113281250E4	7.055414606E-1
1.115625000E4	4.198342616E-1
1.117968750E4	2.842078146E-1
1.120312500E4	2.242368954E-1
1.122656250E4	4.547801653E-1
1.125000000E4	2.937912606E-1
1.127343750E4	3.587966793E-1
1.129687500E4	1.909917913E-1
1.132031250E4	4.364761349E-1
1.134375000E4	3.332308778E-1
1.136718750E4	6.884833339E-1
1.139062500E4	3.890636469E-1
1.141406250E4	6.084915575E-1
1.143750000E4	3.189284174E-1
1.146093750E4	5.068986234E-1
1.148437500E4	2.660100520E-1
1.150781250E4	1.384471138E-1
1.153125000E4	2.139113277E-1
1.155468750E4	2.479702932E-1
1.157812500E4	2.267021845E-1
1.160156250E4	4.901119449E-1
1.162500000E4	3.743349144E-1
1.164843750E4	4.421818985E-1
1.167187500E4	3.959618715E-1
1.169531250E4	5.460651100E-2
1.171875000E4	3.363683952E-1
1.174218750E4	6.770916339E-1
1.176562500E4	1.227859194E-1
1.178906250E4	3.703534453E-1
1.181250000E4	5.431907192E-1
1.183593750E4	4.412819616E-1
1.185937500E4	6.400537833E-1
1.188281250E4	1.208280842E-1
1.190625000E4	2.923173057E-1
1.192968750E4	3.537606942E-1
1.195312500E4	5.145947699E-1
1.197656250E4	3.425159815E-1
1.200000000E4	4.276867764E-1
1.202343750E4	1.689749990E-1
1.204687500E4	3.667432793E-1
1.207031250E4	4.284096669E-1
1.209375000E4	1.101668267E-1
1.211718750E4	1.691396995E-1
1.214062500E4	3.122164551E-1
1.216406250E4	2.896796958E-1
1.218750000E4	4.739690901E-1
1.221093750E4	5.133204051E-1
1.223437500E4	6.182978633E-2
1.225781250E4	3.070052190E-1
1.228125000E4	7.691917550E-1
1.230468750E4	3.156254461E-1
1.232812500E4	1.870701463E-1
1.235156250E4	5.053615732E-1
1.237500000E4	1.775492904E-1
1.239843750E4	3.028792901E-1
1.242187500E4	2.366496491E-1
1.244531250E4	2.192346196E-1
1.246875000E4	2.397398636E-1
1.249218750E4	3.420965114E-1
1.251562500E4	3.336981652E-1
1.253906250E4	1.794646961E-1
1.256250000E4	2.741924386E-1
1.258593750E4	3.959746990E-1
1.260937500E4	5.705692965E-1
1.263281250E4	3.154014124E-1
1.265625000E4	3.091435923E-1
1.267968750E4	2.608031796E-1
1.270312500E4	1.743533615E-1
1.272656250E4	1.468432561E-1
1.275000000E4	4.545377171E-1
