"Time (s)"	"Recording (a.u.)"
8.770833333E-3	-5.810724204E-2
8.791666667E-3	-5.957213050E-2
8.812500000E-3	-5.978576006E-2
8.833333333E-3	-6.027405622E-2
8.854166667E-3	-6.122013001E-2
8.875000000E-3	-5.996887112E-2
8.895833333E-3	-6.060975982E-2
8.916666667E-3	-5.972472304E-2
8.937500000E-3	-5.838190863E-2
8.958333333E-3	-5.789361248E-2
8.979166667E-3	-5.703909421E-2
9.000000000E-3	-5.523850215E-2
9.020833333E-3	-5.386516923E-2
9.041666667E-3	-5.264442885E-2
9.062500000E-3	-5.008087405E-2
9.083333333E-3	-4.886013367E-2
9.104166667E-3	-4.605243080E-2
9.125000000E-3	-4.403820917E-2
9.145833333E-3	-4.123050630E-2
9.166666667E-3	-3.939939573E-2
9.187500000E-3	-3.695791498E-2
9.208333333E-3	-3.372295297E-2
9.229166667E-3	-3.146458327E-2
9.250000000E-3	-2.877895444E-2
9.270833333E-3	-2.658162175E-2
9.291666667E-3	-2.298043764E-2
9.312500000E-3	-2.050843837E-2
9.333333333E-3	-1.821955016E-2
9.354166667E-3	-1.379436628E-2
9.375000000E-3	-1.132236702E-2
9.395833333E-3	-8.087405011E-3
9.416666667E-3	-4.181035798E-3
9.437500000E-3	-1.617481002E-3
9.458333333E-3	1.861629078E-3
9.479166667E-3	5.645924253E-3
9.500000000E-3	7.110812708E-3
9.520833333E-3	1.217688528E-2
9.541666667E-3	1.458784753E-2
9.562500000E-3	1.803643910E-2
9.583333333E-3	2.114932707E-2
9.604166667E-3	2.426221503E-2
9.625000000E-3	2.816858425E-2
9.645833333E-3	3.024384289E-2
9.666666667E-3	3.408917508E-2
9.687500000E-3	3.607287820E-2
9.708333333E-3	3.964354381E-2
9.729166667E-3	4.174932096E-2
9.750000000E-3	4.455702383E-2
9.770833333E-3	4.638813440E-2
9.791666667E-3	4.886013367E-2
9.812500000E-3	5.121005890E-2
9.833333333E-3	5.328531755E-2
9.854166667E-3	5.453657643E-2
9.875000000E-3	5.624561296E-2
9.895833333E-3	5.798516800E-2
9.916666667E-3	5.883968627E-2
9.937500000E-3	5.987731559E-2
9.958333333E-3	5.948057497E-2
9.979166667E-3	6.088442640E-2
1.000000000E-2	6.112857448E-2
1.002083333E-2	5.981627857E-2
1.004166667E-2	5.993835261E-2
1.006250000E-2	5.981627857E-2
1.008333333E-2	5.877864925E-2
1.010416667E-2	5.743583483E-2
1.012500000E-2	5.627613147E-2
1.014583333E-2	5.536057619E-2
1.016666667E-2	5.322428053E-2
1.018750000E-2	5.185094760E-2
1.020833333E-2	4.953154088E-2
1.022916667E-2	4.779198584E-2
1.025000000E-2	4.565569018E-2
1.027083333E-2	4.376354259E-2
1.029166667E-2	4.062013611E-2
1.031250000E-2	3.888058107E-2
1.033333333E-2	3.665272988E-2
1.035416667E-2	3.363139744E-2
1.037500000E-2	3.222754601E-2
1.039583333E-2	2.841273232E-2
1.041666667E-2	2.612384411E-2
1.043750000E-2	2.337717826E-2
1.045833333E-2	2.056947539E-2
1.047916667E-2	1.718192083E-2
1.050000000E-2	1.434369945E-2
1.052083333E-2	1.101718192E-2
1.054166667E-2	8.392590106E-3
1.056250000E-2	4.638813440E-3
1.058333333E-2	1.983703116E-3
1.060416667E-2	-1.251258889E-3
1.062500000E-2	-5.127109592E-3
1.064583333E-2	-7.446516312E-3
1.066666667E-2	-1.104770043E-2
1.068750000E-2	-1.470992157E-2
1.070833333E-2	-1.718192083E-2
1.072916667E-2	-2.072206793E-2
1.075000000E-2	-2.423169652E-2
1.077083333E-2	-2.706991791E-2
1.079166667E-2	-2.975554674E-2
1.081250000E-2	-3.329569384E-2
1.083333333E-2	-3.546250801E-2
1.085416667E-2	-3.881954405E-2
1.087500000E-2	-4.123050630E-2
1.089583333E-2	-4.361095004E-2
1.091666667E-2	-4.626606037E-2
1.093750000E-2	-4.904324473E-2
1.095833333E-2	-5.041657765E-2
1.097916667E-2	-5.291909543E-2
1.100000000E-2	-5.459761345E-2
1.102083333E-2	-5.652027955E-2
1.104166667E-2	-5.679494613E-2
1.106250000E-2	-5.825983459E-2
1.108333333E-2	-5.905331584E-2
1.110416667E-2	-5.926694540E-2
1.112500000E-2	-6.012146367E-2
1.114583333E-2	-5.975524155E-2
1.116666667E-2	-6.009094516E-2
1.118750000E-2	-5.926694540E-2
1.120833333E-2	-5.801568651E-2
1.122916667E-2	-5.710013123E-2
1.125000000E-2	-5.645924253E-2
1.127083333E-2	-5.490279855E-2
1.129166667E-2	-5.349894711E-2
1.131250000E-2	-5.252235481E-2
1.133333333E-2	-4.950102237E-2
1.135416667E-2	-4.840235603E-2
1.137500000E-2	-4.620502335E-2
1.139583333E-2	-4.300057985E-2
1.141666667E-2	-4.214606159E-2
1.143750000E-2	-3.927732170E-2
1.145833333E-2	-3.720206305E-2
1.147916667E-2	-3.476058229E-2
1.150000000E-2	-3.167821284E-2
1.152083333E-2	-2.880947295E-2
1.154166667E-2	-2.658162175E-2
1.156250000E-2	-2.282784509E-2
1.158333333E-2	-2.059999390E-2
1.160416667E-2	-1.791436506E-2
1.162500000E-2	-1.458784753E-2
1.164583333E-2	-1.150547807E-2
1.166666667E-2	-8.148442030E-3
1.168750000E-2	-5.584887234E-3
1.170833333E-2	-2.166814173E-3
1.172916667E-2	1.403851436E-3
1.175000000E-2	3.906369213E-3
1.177083333E-2	7.110812708E-3
1.179166667E-2	1.040681173E-2
1.181250000E-2	1.367229225E-2
1.183333333E-2	1.684621723E-2
1.185416667E-2	1.980651265E-2
1.187500000E-2	2.310251167E-2
1.189583333E-2	2.591021455E-2
1.191666667E-2	2.914517655E-2
1.193750000E-2	3.195287942E-2
1.195833333E-2	3.485213782E-2
1.197916667E-2	3.839228492E-2
1.200000000E-2	4.022339549E-2
1.202083333E-2	4.297006134E-2
1.204166667E-2	4.580828272E-2
1.206250000E-2	4.757835627E-2
1.208333333E-2	4.998931852E-2
1.210416667E-2	5.191198462E-2
1.212500000E-2	5.413983581E-2
1.214583333E-2	5.523850215E-2
1.216666667E-2	5.734427931E-2
1.218750000E-2	5.758842738E-2
1.220833333E-2	5.923642689E-2
1.222916667E-2	5.978576006E-2
1.225000000E-2	6.070131535E-2
1.227083333E-2	6.039613025E-2
1.229166667E-2	6.057924131E-2
1.231250000E-2	6.012146367E-2
1.233333333E-2	5.862605670E-2
1.235416667E-2	5.847346416E-2
1.237500000E-2	5.737479781E-2
1.239583333E-2	5.636768700E-2
1.241666667E-2	5.423139134E-2
1.243750000E-2	5.371257668E-2
1.245833333E-2	5.230872524E-2
1.247916667E-2	4.980620746E-2
1.250000000E-2	4.773094882E-2
1.252083333E-2	4.611346782E-2
1.254166667E-2	4.458754234E-2
1.256250000E-2	4.168828394E-2
1.258333333E-2	3.927732170E-2
1.260416667E-2	3.683584094E-2
1.262500000E-2	3.460798975E-2
1.264583333E-2	3.134250923E-2
1.266666667E-2	2.822962127E-2
1.268750000E-2	2.633747368E-2
1.270833333E-2	2.316354869E-2
1.272916667E-2	2.014221625E-2
1.275000000E-2	1.733451338E-2
1.277083333E-2	1.351969970E-2
1.279166667E-2	1.135288553E-2
1.281250000E-2	7.293923765E-3
1.283333333E-2	4.242072817E-3
1.285416667E-2	1.678518021E-3
1.287500000E-2	-1.190221870E-3
1.289583333E-2	-5.829035310E-3
1.291666667E-2	-8.148442030E-3
1.293750000E-2	-1.095614490E-2
1.295833333E-2	-1.440473647E-2
1.297916667E-2	-1.763969848E-2
1.300000000E-2	-2.053895688E-2
1.302083333E-2	-2.343821528E-2
1.304166667E-2	-2.658162175E-2
1.306250000E-2	-2.957243568E-2
1.308333333E-2	-3.323465682E-2
1.310416667E-2	-3.527939695E-2
1.312500000E-2	-3.802606281E-2
1.314583333E-2	-4.080324717E-2
1.316666667E-2	-4.345835749E-2
1.318750000E-2	-4.547257912E-2
1.320833333E-2	-4.821924497E-2
1.322916667E-2	-5.029450362E-2
1.325000000E-2	-5.258339183E-2
1.327083333E-2	-5.435346538E-2
1.329166667E-2	-5.572679830E-2
1.331250000E-2	-5.734427931E-2
1.333333333E-2	-5.743583483E-2
1.335416667E-2	-5.908383435E-2
1.337500000E-2	-5.938901944E-2
1.339583333E-2	-5.966368603E-2
1.341666667E-2	-5.908383435E-2
1.343750000E-2	-5.966368603E-2
1.345833333E-2	-5.883968627E-2
1.347916667E-2	-5.810724204E-2
1.350000000E-2	-5.688650166E-2
1.352083333E-2	-5.658131657E-2
1.354166667E-2	-5.508590960E-2
1.356250000E-2	-5.294961394E-2
1.358333333E-2	-5.178991058E-2
1.360416667E-2	-4.983672597E-2
1.362500000E-2	-4.797509690E-2
1.364583333E-2	-4.559465316E-2
1.366666667E-2	-4.370250557E-2
1.368750000E-2	-4.205450606E-2
1.370833333E-2	-3.961302530E-2
1.372916667E-2	-3.640858180E-2
1.375000000E-2	-3.482161931E-2
1.377083333E-2	-3.210547197E-2
1.379166667E-2	-2.926725059E-2
1.381250000E-2	-2.645954772E-2
1.383333333E-2	-2.481154820E-2
1.385416667E-2	-2.026429029E-2
