"Frequency (Hz)"	"Absolute Amplitude (a.u.)"
2.343750000E1	1.157994903E-1
4.687500000E1	1.411667397E-1
7.031250000E1	1.139392032E-1
9.375000000E1	7.446502966E-2
1.171875000E2	5.451623926E-2
1.406250000E2	2.585196717E-2
1.640625000E2	4.445755680E-2
1.875000000E2	4.959405445E-2
2.109375000E2	1.407955243E-2
2.343750000E2	8.284585111E-2
2.578125000E2	5.610736221E-2
2.812500000E2	4.822488249E-2
3.046875000E2	4.242160398E-2
3.281250000E2	3.969218422E-2
3.515625000E2	4.209013115E-2
3.750000000E2	4.057577140E-2
3.984375000E2	1.862606455E-2
4.218750000E2	1.522240445E-2
4.453125000E2	5.601247660E-2
4.687500000E2	3.372926149E-2
4.921875000E2	8.832334051E-2
5.156250000E2	4.159471435E-2
5.390625000E2	7.271216449E-2
5.625000000E2	1.649233601E-2
5.859375000E2	4.291563121E-2
6.093750000E2	3.132320210E-2
6.328125000E2	1.111041527E-1
6.562500000E2	9.121361514E-2
6.796875000E2	1.016141380E-2
7.031250000E2	1.887122014E-2
7.265625000E2	3.935640241E-2
7.500000000E2	8.233401029E-2
7.734375000E2	4.077318309E-2
7.968750000E2	5.931716965E-2
8.203125000E2	5.209679453E-2
8.437500000E2	4.349502021E-2
8.671875000E2	5.695389559E-2
8.906250000E2	4.935046163E-2
9.140625000E2	3.493113339E-2
9.375000000E2	3.374053554E-2
9.609375000E2	3.917195872E-2
9.843750000E2	4.258298594E-2
1.007812500E3	4.794271054E-2
1.031250000E3	4.385887380E-2
1.054687500E3	4.662206465E-2
1.078125000E3	4.391553011E-2
1.101562500E3	1.912679491E-2
1.125000000E3	4.710601004E-2
1.148437500E3	5.070690358E-2
1.171875000E3	3.716461685E-2
1.195312500E3	6.658467815E-2
1.218750000E3	2.389147870E-2
1.242187500E3	6.255956137E-2
1.265625000E3	6.911109247E-2
1.289062500E3	4.922119116E-2
1.312500000E3	3.623237570E-2
1.335937500E3	3.393846799E-2
1.359375000E3	6.863624570E-2
1.382812500E3	4.620338136E-2
1.406250000E3	2.811112324E-2
1.429687500E3	5.477639376E-2
1.453125000E3	5.428823826E-2
1.476562500E3	5.538617371E-2
1.500000000E3	5.068338592E-2
1.523437500E3	2.905859045E-2
1.546875000E3	5.274951923E-2
1.570312500E3	7.432043469E-2
1.593750000E3	5.746993693E-2
1.617187500E3	6.827894378E-2
1.640625000E3	4.387969836E-2
1.664062500E3	5.126800230E-2
1.687500000E3	4.892630749E-2
1.710937500E3	5.601553316E-2
1.734375000E3	4.491604434E-2
1.757812500E3	5.540809086E-2
1.781250000E3	7.579991734E-2
1.804687500E3	6.077651120E-2
1.828125000E3	5.537169683E-2
1.851562500E3	6.098622800E-2
1.875000000E3	4.464401926E-2
1.898437500E3	7.259711345E-2
1.921875000E3	4.527241810E-2
1.945312500E3	5.813849106E-2
1.968750000E3	6.026777630E-2
1.992187500E3	5.891533357E-2
2.015625000E3	5.732055888E-2
2.039062500E3	5.649724725E-2
2.062500000E3	4.521615347E-2
2.085937500E3	7.254408028E-2
2.109375000E3	5.324274765E-2
2.132812500E3	6.373253398E-2
2.156250000E3	5.191251831E-2
2.179687500E3	7.180816771E-2
2.203125000E3	6.908298048E-2
2.226562500E3	7.838754436E-2
2.250000000E3	6.913623655E-2
2.273437500E3	5.642103880E-2
2.296875000E3	6.937683390E-2
2.320312500E3	5.547622859E-2
2.343750000E3	4.788650494E-2
2.367187500E3	5.501960092E-2
2.390625000E3	8.415937287E-2
2.414062500E3	5.177886710E-2
2.437500000E3	6.946877353E-2
2.460937500E3	6.302667596E-2
2.484375000E3	6.477178637E-2
2.507812500E3	7.585550021E-2
2.531250000E3	5.574697340E-2
2.554687500E3	7.537402520E-2
2.578125000E3	7.686487534E-2
2.601562500E3	8.885858740E-2
2.625000000E3	7.280741355E-2
2.648437500E3	6.434210838E-2
2.671875000E3	7.090938339E-2
2.695312500E3	8.597710262E-2
2.718750000E3	8.632884887E-2
2.742187500E3	8.418134820E-2
2.765625000E3	8.880705355E-2
2.789062500E3	8.606758898E-2
2.812500000E3	1.061970277E-1
2.835937500E3	8.691011417E-2
2.859375000E3	8.062022494E-2
2.882812500E3	7.215892453E-2
2.906250000E3	9.283731626E-2
2.929687500E3	9.213010951E-2
2.953125000E3	7.998903043E-2
2.976562500E3	7.617335264E-2
3.000000000E3	9.327412820E-2
3.023437500E3	1.073062305E-1
3.046875000E3	1.120213971E-1
3.070312500E3	1.233994715E-1
3.093750000E3	6.680073036E-2
3.117187500E3	1.067497833E-1
3.140625000E3	9.068836272E-2
3.164062500E3	1.008013585E-1
3.187500000E3	9.908126974E-2
3.210937500E3	9.410111927E-2
3.234375000E3	9.534354207E-2
3.257812500E3	1.384130443E-1
3.281250000E3	9.985127338E-2
3.304687500E3	1.152964498E-1
3.328125000E3	9.485605469E-2
3.351562500E3	1.163189084E-1
3.375000000E3	1.130370153E-1
3.398437500E3	1.153055790E-1
3.421875000E3	1.350500846E-1
3.445312500E3	1.185268198E-1
3.468750000E3	1.099928317E-1
3.492187500E3	1.245612627E-1
3.515625000E3	1.263016363E-1
3.539062500E3	1.500891620E-1
3.562500000E3	1.506460445E-1
3.585937500E3	1.293028763E-1
3.609375000E3	1.507532483E-1
3.632812500E3	1.491407406E-1
3.656250000E3	1.460391452E-1
3.679687500E3	1.553502436E-1
3.703125000E3	1.578229680E-1
3.726562500E3	1.659119323E-1
3.750000000E3	1.567590162E-1
3.773437500E3	1.734337715E-1
3.796875000E3	1.645930953E-1
3.820312500E3	1.776149097E-1
3.843750000E3	1.612215222E-1
3.867187500E3	1.820964892E-1
3.890625000E3	1.694045566E-1
3.914062500E3	1.837864796E-1
